Year	Month	Day	Hour	V(m/s)
2010	3	5	5	2.515
2010	3	5	6	3.515
2010	3	5	7	3.52
2010	3	5	8	3.27
2010	3	5	9	2.435
2010	3	5	10	2.205
2010	3	5	11	2.945
2010	3	5	12	3.755
2010	3	5	13	4.07
2010	3	5	14	3.78
2010	3	5	15	3.98
2010	3	5	16	3.62
2010	3	5	17	3.92
2010	3	5	18	3.005
2010	3	5	19	1.99
2010	3	5	20	1.36
2010	3	5	21	0.99
2010	3	5	22	0.94
2010	3	5	23	0.815
2010	3	6	0	0.515
2010	3	6	1	0.345
2010	3	6	2	0.37
2010	3	6	3	0.125
2010	3	6	4	0.465
2010	3	6	5	0
2010	3	6	6	0.55
2010	3	6	7	0.91
2010	3	6	8	1.48
2010	3	6	9	1.345
2010	3	6	10	1.915
2010	3	6	11	2.31
2010	3	6	12	2.045
2010	3	6	13	2.71
2010	3	6	14	2.72
2010	3	6	15	2.92
2010	3	6	16	2.585
2010	3	6	17	2.43
2010	3	6	18	2.37
2010	3	6	19	1.595
2010	3	6	20	1.075
2010	3	6	21	1.585
2010	3	6	22	1.285
2010	3	6	23	1.245
2010	3	7	0	1.335
2010	3	7	1	0.785
2010	3	7	2	0.995
2010	3	7	3	1.11
2010	3	7	4	1.5
2010	3	7	5	1.67
2010	3	7	6	1.42
2010	3	7	7	1.235
2010	3	7	8	1.475
2010	3	7	9	1.995
2010	3	7	10	2.09
2010	3	7	11	1.72
2010	3	7	12	2.335
2010	3	7	13	2.405
2010	3	7	14	1.655
2010	3	7	15	1.28
2010	3	7	16	1.505
2010	3	7	17	1.78
2010	3	7	18	1.895
2010	3	7	19	3.515
2010	3	7	20	1.83
2010	3	7	21	0.56
2010	3	7	22	0.31
2010	3	7	23	1.73
2010	3	8	0	2.04
2010	3	8	1	1.09
2010	3	8	2	1.625
2010	3	8	3	0.805
2010	3	8	4	1.075
2010	3	8	5	1.99
2010	3	8	6	1.805
2010	3	8	7	1.63
2010	3	8	8	1.71
2010	3	8	9	2.23
2010	3	8	10	1.87
2010	3	8	11	1.705
2010	3	8	12	2.375
2010	3	8	13	2.81
2010	3	8	14	3.125
2010	3	8	15	3.615
2010	3	8	16	3.545
2010	3	8	17	3.585
2010	3	8	18	3.335
2010	3	8	19	2.04
2010	3	8	20	0.355
2010	3	8	21	1.195
2010	3	8	22	0.985
2010	3	8	23	0.92
2010	3	9	0	0.855
2010	3	9	1	1.07
2010	3	9	2	0.77
2010	3	9	3	0.8
2010	3	9	4	0.835
2010	3	9	5	0.71
2010	3	9	6	0.33
2010	3	9	7	0.05
2010	3	9	8	0.55
2010	3	9	9	0.755
2010	3	9	10	1.455
2010	3	9	11	1.345
2010	3	9	12	1.88
2010	3	9	13	2.175
2010	3	9	14	1.525
2010	3	9	15	3.4
2010	3	9	16	3.38
2010	3	9	17	3.24
2010	3	9	18	2.85
2010	3	9	19	2.255
2010	3	9	20	2.25
2010	3	9	21	1.86
2010	3	9	22	2.045
2010	3	9	23	1.825
2010	3	10	0	1.675
2010	3	10	1	1.72
2010	3	10	2	1.79
2010	3	10	3	1.64
2010	3	10	4	1.68
2010	3	10	5	2.1
2010	3	10	6	1.425
2010	3	10	7	1.435
2010	3	10	8	1.335
2010	3	10	9	1.415
2010	3	10	10	1.51
2010	3	10	11	2.015
2010	3	10	12	2.69
2010	3	10	13	2.5
2010	3	10	14	3.015
2010	3	10	15	2.735
2010	3	10	16	2.77
2010	3	10	17	3.99
2010	3	10	18	3.895
2010	3	10	19	2.925
2010	3	10	20	2.065
2010	3	10	21	1.66
2010	3	10	22	2.305
2010	3	10	23	1.4
2010	3	11	0	1.4
2010	3	11	1	1.22
2010	3	11	2	1.675
2010	3	11	3	1.25
2010	3	11	4	1.595
2010	3	11	5	2.105
2010	3	11	6	2.65
2010	3	11	7	3.355
2010	3	11	8	1.93
2010	3	11	9	1.675
2010	3	11	10	1.83
2010	3	11	11	2.83
2010	3	11	12	2.78
2010	3	11	13	2.845
2010	3	11	14	3.18
2010	3	11	15	3.07
2010	3	11	16	3.025
2010	3	11	17	3.405
2010	3	11	18	3.94
2010	3	11	19	2.815
2010	3	11	20	1.685
2010	3	11	21	1.18
2010	3	11	22	2.815
2010	3	11	23	2.84
2010	3	12	0	2.335
2010	3	12	1	3.095
2010	3	12	2	2.775
2010	3	12	3	3.415
2010	3	12	4	3.03
2010	3	12	5	3.13
2010	3	12	6	2.805
2010	3	12	7	2.045
2010	3	12	8	2.345
2010	3	12	9	2.585
2010	3	12	10	2.95
2010	3	12	11	2.79
2010	3	12	12	2.525
2010	3	12	13	2.64
2010	3	12	14	2.95
2010	3	12	15	3.28
2010	3	12	16	2.535
2010	3	12	17	1.675
2010	3	12	18	1.195
2010	3	12	19	0.32
2010	3	12	20	0.26
2010	3	12	21	0.815
2010	3	12	22	1.385
2010	3	12	23	1.635
2010	3	13	0	1.375
2010	3	13	1	1.54
2010	3	13	2	1.73
2010	3	13	3	1.7
2010	3	13	4	1.84
2010	3	13	5	1.455
2010	3	13	6	1.455
2010	3	13	7	1.56
2010	3	13	8	1.455
2010	3	13	9	2.11
2010	3	13	10	3.135
2010	3	13	11	3.085
2010	3	13	12	2.55
2010	3	13	13	1.45
2010	3	13	14	1.68
2010	3	13	15	1.935
2010	3	13	16	1.77
2010	3	13	17	1.765
2010	3	13	18	1.475
2010	3	13	19	1.29
2010	3	13	20	1.76
2010	3	13	21	1.09
2010	3	13	22	0.63
2010	3	13	23	0.92
2010	3	14	0	1.32
2010	3	14	1	0.85
2010	3	14	2	0.385
2010	3	14	3	0.685
2010	3	14	4	0.955
2010	3	14	5	0.795
2010	3	14	6	1.035
2010	3	14	7	0.95
2010	3	14	8	0.65
2010	3	14	9	1.105
2010	3	14	10	1.77
2010	3	14	11	1.69
2010	3	14	12	1.945
2010	3	14	13	2.015
2010	3	14	14	2.325
2010	3	14	15	2.49
2010	3	14	16	2.355
2010	3	14	17	2.5
2010	3	14	18	1.755
2010	3	14	19	0.9
2010	3	14	20	0.51
2010	3	14	21	0.775
2010	3	14	22	0.73
2010	3	14	23	0.71
2010	3	15	0	0.485
2010	3	15	1	0.73
2010	3	15	2	1.02
2010	3	15	3	1.025
2010	3	15	4	0.96
2010	3	15	5	0.885
2010	3	15	6	0.945
2010	3	15	7	0.485
2010	3	15	8	0.79
2010	3	15	9	0.51
2010	3	15	10	0.75
2010	3	15	11	2.095
2010	3	15	12	2.495
2010	3	15	13	2.47
2010	3	15	14	2.2
2010	3	15	15	2.715
2010	3	15	16	2.55
2010	3	15	17	2.4
2010	3	15	18	1.715
2010	3	15	19	0.83
2010	3	15	20	0
2010	3	15	21	0.245
2010	3	15	22	0.905
2010	3	15	23	0.025
2010	3	16	0	0.49
2010	3	16	1	0.565
2010	3	16	2	0.33
2010	3	16	3	0.86
2010	3	16	4	1.89
2010	3	16	5	2.385
2010	3	16	6	2.66
2010	3	16	7	2.285
2010	3	16	8	1.43
2010	3	16	9	1.35
2010	3	16	10	2.55
2010	3	16	11	2.25
2010	3	16	12	3.33
2010	3	16	13	3.03
2010	3	16	14	2.56
2010	3	16	15	3.13
2010	3	16	16	2.99
2010	3	16	17	3.025
2010	3	16	18	1.835
2010	3	16	19	2.1
2010	3	16	20	3.22
2010	3	16	21	3.275
2010	3	16	22	2.23
2010	3	16	23	2.115
2010	3	17	0	2.265
2010	3	17	1	2.215
2010	3	17	2	2.55
2010	3	17	3	1.875
2010	3	17	4	1.63
2010	3	17	5	1.31
2010	3	17	6	1.055
2010	3	17	7	1.055
2010	3	17	8	1.095
2010	3	17	9	0.99
2010	3	17	10	1.93
2010	3	17	11	2.205
2010	3	17	12	2.72
2010	3	17	13	3.22
2010	3	17	14	2.45
2010	3	17	15	2.26
2010	3	17	16	1.8
2010	3	17	17	1.545
2010	3	17	18	1.19
2010	3	17	19	0.395
2010	3	17	20	0.305
2010	3	17	21	0.77
2010	3	17	22	0.505
2010	3	17	23	0.755
2010	3	18	0	0.73
2010	3	18	1	0.6
2010	3	18	2	0.575
2010	3	18	3	0.68
2010	3	18	4	1.16
2010	3	18	5	1.24
2010	3	18	6	0.93
2010	3	18	7	0.17
2010	3	18	8	0.455
2010	3	18	9	1.29
2010	3	18	10	2.025
2010	3	18	11	2.65
2010	3	18	12	3.41
2010	3	18	13	2.995
2010	3	18	14	2.565
2010	3	18	15	3.015
2010	3	18	16	2.69
2010	3	18	17	3.005
2010	3	18	18	2.69
2010	3	18	19	3.565
2010	3	18	20	2.865
2010	3	18	21	1.995
2010	3	18	22	2.38
2010	3	18	23	1.5
2010	3	19	0	1.08
2010	3	19	1	1.095
2010	3	19	2	0.89
2010	3	19	3	0.38
2010	3	19	4	0.54
2010	3	19	5	0.655
2010	3	19	6	0.31
2010	3	19	7	0.795
2010	3	19	8	1
2010	3	19	9	1.685
2010	3	19	10	1.825
2010	3	19	11	2.225
2010	3	19	12	2.505
2010	3	19	13	2.625
2010	3	19	14	2.81
2010	3	19	15	2
2010	3	19	16	1.875
2010	3	19	17	1.405
2010	3	19	18	1.44
2010	3	19	19	0.89
2010	3	19	20	0.775
2010	3	19	21	0.57
2010	3	19	22	1.365
2010	3	19	23	1.35
2010	3	20	0	0.66
2010	3	20	1	0.205
2010	3	20	2	0.645
2010	3	20	3	0.8
2010	3	20	4	1.165
2010	3	20	5	0.88
2010	3	20	6	0.965
2010	3	20	7	0.95
2010	3	20	8	0.77
2010	3	20	9	0.475
2010	3	20	10	1.405
2010	3	20	11	2.11
2010	3	20	12	2.51
2010	3	20	13	2.73
2010	3	20	14	3.555
2010	3	20	15	3.505
2010	3	20	16	3.265
2010	3	20	17	3.94
2010	3	20	18	3.41
2010	3	20	19	2.25
2010	3	20	20	1.68
2010	3	20	21	2.355
2010	3	20	22	3.57
2010	3	20	23	3.97
2010	3	21	0	3.81
2010	3	21	1	3.355
2010	3	21	2	3.44
2010	3	21	3	4.51
2010	3	21	4	4.03
2010	3	21	5	3.52
2010	3	21	6	3.19
2010	3	21	7	3.85
2010	3	21	8	3.655
2010	3	21	9	3.91
2010	3	21	10	2.875
2010	3	21	11	2.72
2010	3	21	12	2.53
2010	3	21	13	2.33
2010	3	21	14	3.24
2010	3	21	15	5.025
2010	3	21	16	5.39
2010	3	21	17	5.565
2010	3	21	18	4.77
2010	3	21	19	2.63
2010	3	21	20	1.78
2010	3	21	21	1.335
2010	3	21	22	1.46
2010	3	21	23	2.565
2010	3	22	0	4.42
2010	3	22	1	4.295
2010	3	22	2	3.67
2010	3	22	3	2.63
2010	3	22	4	3.975
2010	3	22	5	6.335
2010	3	22	6	3.08
2010	3	22	7	1.535
2010	3	22	8	1.605
2010	3	22	9	2.41
2010	3	22	10	2.725
2010	3	22	11	2.56
2010	3	22	12	3.06
2010	3	22	13	2.34
2010	3	22	14	3.245
2010	3	22	15	3.285
2010	3	22	16	2.505
2010	3	22	17	1.945
2010	3	22	18	2.145
2010	3	22	19	2.03
2010	3	22	20	1.85
2010	3	22	21	2.31
2010	3	22	22	3.845
2010	3	22	23	2.68
2010	3	23	0	2.4
2010	3	23	1	0.595
2010	3	23	2	0.955
2010	3	23	3	1.745
2010	3	23	4	2.05
2010	3	23	5	2.39
2010	3	23	6	2.48
2010	3	23	7	1.87
2010	3	23	8	2.225
2010	3	23	9	2.24
2010	3	23	10	2.18
2010	3	23	11	3.2
2010	3	23	12	3.675
2010	3	23	13	3.425
2010	3	23	14	4.005
2010	3	23	15	3.895
2010	3	23	16	4.15
2010	3	23	17	3.795
2010	3	23	18	3.115
2010	3	23	19	1.195
2010	3	23	20	0.71
2010	3	23	21	0.815
2010	3	23	22	0.56
2010	3	23	23	0.445
2010	3	24	0	0.57
2010	3	24	1	0.505
2010	3	24	2	0.25
2010	3	24	3	0.555
2010	3	24	4	0.13
2010	3	24	5	0.4
2010	3	24	6	0.88
2010	3	24	7	0.985
2010	3	24	8	1.835
2010	3	24	9	1.48
2010	3	24	10	1.445
2010	3	24	11	1.695
2010	3	24	12	2.045
2010	3	24	13	2.69
2010	3	24	14	2.725
2010	3	24	15	3.52
2010	3	24	16	3.815
2010	3	24	17	3.41
2010	3	24	18	2.35
2010	3	24	19	2.115
2010	3	24	20	0.47
2010	3	24	21	0.635
2010	3	24	22	0.845
2010	3	24	23	0.895
2010	3	25	0	0.665
2010	3	25	1	0.67
2010	3	25	2	0.945
2010	3	25	3	1.045
2010	3	25	4	1.135
2010	3	25	5	0.685
2010	3	25	6	0.68
2010	3	25	7	0.305
2010	3	25	8	1.03
2010	3	25	9	1.515
2010	3	25	10	1.455
2010	3	25	11	2.175
2010	3	25	12	2.815
2010	3	25	13	5.145
2010	3	25	14	5.605
2010	3	25	15	3.97
2010	3	25	16	4.28
2010	3	25	17	4.945
2010	3	25	18	2.37
2010	3	25	19	3.045
2010	3	25	20	2.025
2010	3	25	21	3.035
2010	3	25	22	4.21
2010	3	25	23	4.27
2010	3	26	0	4.33
2010	3	26	1	3.75
2010	3	26	2	3.355
2010	3	26	3	2.305
2010	3	26	4	2.97
2010	3	26	5	2.59
2010	3	26	6	1.875
2010	3	26	7	1.155
2010	3	26	8	2.345
2010	3	26	9	2.38
2010	3	26	10	3.695
2010	3	26	11	4.075
2010	3	26	12	4.04
2010	3	26	13	4.465
2010	3	26	14	4.455
2010	3	26	15	5.245
2010	3	26	16	6.155
2010	3	26	17	4.985
2010	3	26	18	4.525
2010	3	26	19	5.655
2010	3	26	20	5.615
2010	3	26	21	5.165
2010	3	26	22	3.92
2010	3	26	23	2.37
2010	3	27	0	2.38
2010	3	27	1	1.97
2010	3	27	2	1.545
2010	3	27	3	0.985
2010	3	27	4	1.36
2010	3	27	5	1.765
2010	3	27	6	1.975
2010	3	27	7	1.59
2010	3	27	8	1.905
2010	3	27	9	1.795
2010	3	27	10	2.395
2010	3	27	11	2.47
2010	3	27	12	2.785
2010	3	27	13	2.71
2010	3	27	14	2.475
2010	3	27	15	2.625
2010	3	27	16	3.125
2010	3	27	17	3.245
2010	3	27	18	3.29
2010	3	27	19	2.48
2010	3	27	20	2.37
2010	3	27	21	1.475
2010	3	27	22	1.085
2010	3	27	23	1.19
2010	3	28	0	1.305
2010	3	28	1	1.395
2010	3	28	2	1.265
2010	3	28	3	1.17
2010	3	28	4	1.375
2010	3	28	5	2.235
2010	3	28	6	1.795
2010	3	28	7	1.39
2010	3	28	8	0.98
2010	3	28	9	2.605
2010	3	28	10	2.31
2010	3	28	11	2.76
2010	3	28	12	3.18
2010	3	28	13	4.07
2010	3	28	14	4.555
2010	3	28	15	4.7
2010	3	28	16	5.03
2010	3	28	17	3.375
2010	3	28	18	4.395
2010	3	28	19	4.305
2010	3	28	20	1.78
2010	3	28	21	1.45
2010	3	28	22	1.83
2010	3	28	23	2.295
2010	3	29	0	3.97
2010	3	29	1	2.07
2010	3	29	2	3.59
2010	3	29	3	2.81
2010	3	29	4	1.825
2010	3	29	5	1.64
2010	3	29	6	1.95
2010	3	29	7	3.63
2010	3	29	8	4.88
2010	3	29	9	2.065
2010	3	29	10	2.315
2010	3	29	11	2.385
2010	3	29	12	2.205
2010	3	29	13	2.96
2010	3	29	14	3.145
2010	3	29	15	3.92
2010	3	29	16	5.09
2010	3	29	17	5.525
2010	3	29	18	3.19
2010	3	29	19	1.2
2010	3	29	20	1.71
2010	3	29	21	2.7
2010	3	29	22	2.675
2010	3	29	23	3.715
2010	3	30	0	3.31
2010	3	30	1	3.385
2010	3	30	2	4.92
2010	3	30	3	3.385
2010	3	30	4	3.01
2010	3	30	5	2.57
2010	3	30	6	2.525
2010	3	30	7	3.27
2010	3	30	8	3.565
2010	3	30	9	2.375
2010	3	30	10	3.26
2010	3	30	11	3.28
2010	3	30	12	3.095
2010	3	30	13	3.73
2010	3	30	14	6.74
2010	3	30	15	6.385
2010	3	30	16	5.075
2010	3	30	17	4.6
2010	3	30	18	5.23
2010	3	30	19	4.705
2010	3	30	20	3.22
2010	3	30	21	1.67
2010	3	30	22	2.52
2010	3	30	23	3.17
2010	3	31	0	2.575
2010	3	31	1	1.18
2010	3	31	2	0.94
2010	3	31	3	2
2010	3	31	4	3.04
2010	3	31	5	2.79
2010	3	31	6	2.21
2010	3	31	7	0.935
2010	3	31	8	0.855
2010	3	31	9	1.29
2010	3	31	10	1.975
2010	3	31	11	2.515
2010	3	31	12	2.41
2010	3	31	13	2.285
2010	3	31	14	2.33
2010	3	31	15	2.455
2010	3	31	16	2.19
2010	3	31	17	1.98
2010	3	31	18	1.515
2010	3	31	19	1.345
2010	3	31	20	1.115
2010	3	31	21	0.94
2010	3	31	22	0.555
2010	3	31	23	0.965
2010	4	1	0	0.94
2010	4	1	1	0.08
2010	4	1	2	1.22
2010	4	1	3	1.7
2010	4	1	4	2.105
2010	4	1	5	2.135
2010	4	1	6	2.395
2010	4	1	7	3.625
2010	4	1	8	4.025
2010	4	1	9	3.86
2010	4	1	10	4.275
2010	4	1	11	4.775
2010	4	1	12	4.02
2010	4	1	13	3.295
2010	4	1	14	3.865
2010	4	1	15	4.17
2010	4	1	16	4.555
2010	4	1	17	5.265
2010	4	1	18	4.085
2010	4	1	19	2.36
2010	4	1	20	4.15
2010	4	1	21	5.14
2010	4	1	22	5.85
2010	4	1	23	4.55
2010	4	2	0	3.25
2010	4	2	1	4.295
2010	4	2	2	5.405
2010	4	2	3	3.655
2010	4	2	4	2.305
2010	4	2	5	2.605
2010	4	2	6	2.62
2010	4	2	7	2.77
2010	4	2	8	2.38
2010	4	2	9	2.02
2010	4	2	10	2.125
2010	4	2	11	2.375
2010	4	2	12	2.515
2010	4	2	13	3.335
2010	4	2	14	5.245
2010	4	2	15	2.65
2010	4	2	16	2.1
2010	4	2	17	2.01
2010	4	2	18	1.965
2010	4	2	19	3.03
2010	4	2	20	4.06
2010	4	2	21	2.8
2010	4	2	22	1.62
2010	4	2	23	1.415
2010	4	3	0	1.655
2010	4	3	1	2.52
2010	4	3	2	2.95
2010	4	3	3	2.99
2010	4	3	4	4.455
2010	4	3	5	5.91
2010	4	3	6	5.42
2010	4	3	7	6.45
2010	4	3	8	7.045
2010	4	3	9	5.84
2010	4	3	10	3.64
2010	4	3	11	2.885
2010	4	3	12	3.235
2010	4	3	13	3.415
2010	4	3	14	4.535
2010	4	3	15	4.945
2010	4	3	16	4.22
2010	4	3	17	2.14
2010	4	3	18	2.33
2010	4	3	19	2.62
2010	4	3	20	0.805
2010	4	3	21	0.33
2010	4	3	22	0.32
2010	4	3	23	0.59
2010	4	4	0	0.885
2010	4	4	1	0.705
2010	4	4	2	0.41
2010	4	4	3	1.47
2010	4	4	4	2.98
2010	4	4	5	2.125
2010	4	4	6	1.89
2010	4	4	7	1.095
2010	4	4	8	1.3
2010	4	4	9	1.19
2010	4	4	10	1.82
2010	4	4	11	3.045
2010	4	4	12	3.46
2010	4	4	13	2.695
2010	4	4	14	1.9
2010	4	4	15	1.76
2010	4	4	16	1.835
2010	4	4	17	1.71
2010	4	4	18	1.56
2010	4	4	19	1.73
2010	4	4	20	0.91
2010	4	4	21	0.48
2010	4	4	22	1.64
2010	4	4	23	1.935
2010	4	5	0	1.41
2010	4	5	1	1.265
2010	4	5	2	0.59
2010	4	5	3	1.225
2010	4	5	4	1.285
2010	4	5	5	1.39
2010	4	5	6	0.715
2010	4	5	7	0.775
2010	4	5	8	2.02
2010	4	5	9	2.58
2010	4	5	10	2.66
2010	4	5	11	4.19
2010	4	5	12	2.66
2010	4	5	13	2.44
2010	4	5	14	2.73
2010	4	5	15	2.72
2010	4	5	16	1.58
2010	4	5	17	1.395
2010	4	5	18	1.265
2010	4	5	19	1.26
2010	4	5	20	0.625
2010	4	5	21	0.575
2010	4	5	22	4.575
2010	4	5	23	7.145
2010	4	6	0	6.995
2010	4	6	1	7.38
2010	4	6	2	7.905
2010	4	6	3	8.87
2010	4	6	4	8.985
2010	4	6	5	9.335
2010	4	6	6	8.49
2010	4	6	7	7.505
2010	4	6	8	5.98
2010	4	6	9	6.815
2010	4	6	10	6.845
2010	4	6	11	7.185
2010	4	6	12	6.25
2010	4	6	13	6.46
2010	4	6	14	7.06
2010	4	6	15	5.895
2010	4	6	16	5.93
2010	4	6	17	5.775
2010	4	6	18	4.995
2010	4	6	19	4.205
2010	4	6	20	4.045
2010	4	6	21	4.39
2010	4	6	22	3.61
2010	4	6	23	3.915
2010	4	7	0	3.38
2010	4	7	1	2.605
2010	4	7	2	1.815
2010	4	7	3	1.675
2010	4	7	4	1.555
2010	4	7	5	1.32
2010	4	7	6	1.325
2010	4	7	7	1.275
2010	4	7	8	1.21
2010	4	7	9	1.365
2010	4	7	10	1.495
2010	4	7	11	1.82
2010	4	7	12	1.82
2010	4	7	13	2.59
2010	4	7	14	2.86
2010	4	7	15	3.075
2010	4	7	16	2.83
2010	4	7	17	2.58
2010	4	7	18	2.94
2010	4	7	19	3.54
2010	4	7	20	2.585
2010	4	7	21	1.86
2010	4	7	22	2.185
2010	4	7	23	1.81
2010	4	8	0	1.58
2010	4	8	1	1.815
2010	4	8	2	2.055
2010	4	8	3	1.765
2010	4	8	4	1.495
2010	4	8	5	2.005
2010	4	8	6	1.965
2010	4	8	7	1.25
2010	4	8	8	1.02
2010	4	8	9	1.515
2010	4	8	10	1.99
2010	4	8	11	3.035
2010	4	8	12	2.2
2010	4	8	13	3.935
2010	4	8	14	7
2010	4	8	15	4.86
2010	4	8	16	2.9
2010	4	8	17	3.22
2010	4	8	18	2.085
2010	4	8	19	2.27
2010	4	8	20	0.98
2010	4	8	21	0.985
2010	4	8	22	0.685
2010	4	8	23	0.12
2010	4	9	0	0.19
2010	4	9	1	0.64
2010	4	9	2	1.725
2010	4	9	3	1.655
2010	4	9	4	1.915
2010	4	9	5	2.365
2010	4	9	6	2.515
2010	4	9	7	2.545
2010	4	9	8	0.815
2010	4	9	9	1.14
2010	4	9	10	1.64
2010	4	9	11	2.315
2010	4	9	12	2.94
2010	4	9	13	3.09
2010	4	9	14	4.44
2010	4	9	15	4.795
2010	4	9	16	4.445
2010	4	9	17	3.895
2010	4	9	18	4.37
2010	4	9	19	4.385
2010	4	9	20	1.58
2010	4	9	21	1.405
2010	4	9	22	0.855
2010	4	9	23	0.745
2010	4	10	0	1.035
2010	4	10	1	1.04
2010	4	10	2	0.99
2010	4	10	3	1.245
2010	4	10	4	1.25
2010	4	10	5	1.475
2010	4	10	6	1.73
2010	4	10	7	1.62
2010	4	10	8	0.75
2010	4	10	9	1.52
2010	4	10	10	1.18
2010	4	10	11	1.59
2010	4	10	12	1.835
2010	4	10	13	1.795
2010	4	10	14	1.525
2010	4	10	15	2.215
2010	4	10	16	2.36
2010	4	10	17	1.335
2010	4	10	18	1.36
2010	4	10	19	0.97
2010	4	10	20	0.84
2010	4	10	21	0.86
2010	4	10	22	1.11
2010	4	10	23	1.32
2010	4	11	0	1.37
2010	4	11	1	1.35
2010	4	11	2	1.655
2010	4	11	3	1.755
2010	4	11	4	2.34
2010	4	11	5	2.135
2010	4	11	6	1.505
2010	4	11	7	1.525
2010	4	11	8	1.335
2010	4	11	9	1.635
2010	4	11	10	1.955
2010	4	11	11	1.945
2010	4	11	12	2.05
2010	4	11	13	2.055
2010	4	11	14	2.705
2010	4	11	15	2.315
2010	4	11	16	2.135
2010	4	11	17	1.895
2010	4	11	18	1.41
2010	4	11	19	0.795
2010	4	11	20	1.32
2010	4	11	21	1.195
2010	4	11	22	1.645
2010	4	11	23	1.13
2010	4	12	0	1.35
2010	4	12	1	1.24
2010	4	12	2	1.285
2010	4	12	3	1.25
2010	4	12	4	1.22
2010	4	12	5	0.655
2010	4	12	6	1.23
2010	4	12	7	2.3
2010	4	12	8	2.075
2010	4	12	9	1.73
2010	4	12	10	1.98
2010	4	12	11	2.15
2010	4	12	12	2.215
2010	4	12	13	2.59
2010	4	12	14	2.175
2010	4	12	15	2.195
2010	4	12	16	3.01
2010	4	12	17	5.03
2010	4	12	18	5.37
2010	4	12	19	4.91
2010	4	12	20	4.14
2010	4	12	21	3.88
2010	4	12	22	2.99
2010	4	12	23	2.965
2010	4	13	0	3.09
2010	4	13	1	3.205
2010	4	13	2	3.41
2010	4	13	3	5.13
2010	4	13	4	5.355
2010	4	13	5	6.33
2010	4	13	6	6.075
2010	4	13	7	7.53
2010	4	13	8	7.455
2010	4	13	9	7.99
2010	4	13	10	6.995
2010	4	13	11	4.26
2010	4	13	12	3.615
2010	4	13	13	4.085
2010	4	13	14	3.62
2010	4	13	15	3.555
2010	4	13	16	2.95
2010	4	13	17	3.395
2010	4	13	18	3.755
2010	4	13	19	4.86
2010	4	13	20	1.715
2010	4	13	21	2.55
2010	4	13	22	2.84
2010	4	13	23	1.82
2010	4	14	0	1.065
2010	4	14	1	0.905
2010	4	14	2	0.93
2010	4	14	3	0.87
2010	4	14	4	1.08
2010	4	14	5	1.14
2010	4	14	6	0.72
2010	4	14	7	0.58
2010	4	14	8	0.475
2010	4	14	9	0.715
2010	4	14	10	1.47
2010	4	14	11	1.875
2010	4	14	12	2.1
2010	4	14	13	1.75
2010	4	14	14	1.575
2010	4	14	15	1.615
2010	4	14	16	1.585
2010	4	14	17	1.17
2010	4	14	18	1.185
2010	4	14	19	1
2010	4	14	20	0.075
2010	4	14	21	0
2010	4	14	22	0
2010	4	14	23	0
2010	4	15	0	0
2010	4	15	1	0
2010	4	15	2	0.115
2010	4	15	3	0.06
2010	4	15	4	0.3
2010	4	15	5	0.7
2010	4	15	6	1.215
2010	4	15	7	1.435
2010	4	15	8	1.78
2010	4	15	9	1.875
2010	4	15	10	1.685
2010	4	15	11	1.985
2010	4	15	12	1.18
2010	4	15	13	1.62
2010	4	15	14	1.79
2010	4	15	15	2.045
2010	4	15	16	1.39
2010	4	15	17	1.49
2010	4	15	18	1.93
2010	4	15	19	0.8
2010	4	15	20	0
2010	4	15	21	0
2010	4	15	22	0
2010	4	15	23	0.23
2010	4	16	0	1.82
2010	4	16	1	2.255
2010	4	16	2	2.045
2010	4	16	3	1.86
2010	4	16	4	1.96
2010	4	16	5	1.715
2010	4	16	6	1.515
2010	4	16	7	1.845
2010	4	16	8	2.56
2010	4	16	9	3.045
2010	4	16	10	3.265
2010	4	16	11	3.285
2010	4	16	12	3.555
2010	4	16	13	3.465
2010	4	16	14	3.11
2010	4	16	15	2.32
2010	4	16	16	1.9
2010	4	16	17	1.645
2010	4	16	18	1.12
2010	4	16	19	0.97
2010	4	16	20	0.03
2010	4	16	21	0.735
2010	4	16	22	0.945
2010	4	16	23	1.29
2010	4	17	0	0.935
2010	4	17	1	0.86
2010	4	17	2	1.275
2010	4	17	3	0.85
2010	4	17	4	1.12
2010	4	17	5	2.655
2010	4	17	6	0.305
2010	4	17	7	0.63
2010	4	17	8	0.39
2010	4	17	9	1.785
2010	4	17	10	2.64
2010	4	17	11	3.56
2010	4	17	12	3.185
2010	4	17	13	4.16
2010	4	17	14	4.42
2010	4	17	15	4.07
2010	4	17	16	3.685
2010	4	17	17	3.98
2010	4	17	18	2.795
2010	4	17	19	2.015
2010	4	17	20	1.14
2010	4	17	21	0.41
2010	4	17	22	0.46
2010	4	17	23	0.385
2010	4	18	0	0.965
2010	4	18	1	0.345
2010	4	18	2	0.68
2010	4	18	3	0.27
2010	4	18	4	0.685
2010	4	18	5	1.095
2010	4	18	6	0.83
2010	4	18	7	0.72
2010	4	18	8	0.75
2010	4	18	9	1.265
2010	4	18	10	1.745
2010	4	18	11	2.705
2010	4	18	12	1.42
2010	4	18	13	1.695
2010	4	18	14	2.195
2010	4	18	15	3.43
2010	4	18	16	4.525
2010	4	18	17	3.925
2010	4	18	18	3.29
2010	4	18	19	2.36
2010	4	18	20	0.485
2010	4	18	21	0.075
2010	4	18	22	0.78
2010	4	18	23	1.055
2010	4	19	0	0.025
2010	4	19	1	0
2010	4	19	2	0
