Year	Month	Day	Hour	Tamin ( C )
2010	4	9	10	-9.14
2010	4	9	11	-9.14
2010	4	9	12	-9.14
2010	4	9	13	-9.14
2010	4	9	14	-9.14
2010	4	9	15	-9.14
2010	4	9	16	-9.14
2010	4	9	17	-9.14
2010	4	9	18	-9.14
2010	4	9	19	-9.14
2010	4	9	20	-9.14
2010	4	9	21	-9.14
2010	4	9	22	-9.14
2010	4	9	23	-9.14
2010	4	10	0	-9.88
2010	4	10	1	-9.88
2010	4	10	2	-9.88
2010	4	10	3	-9.88
2010	4	10	4	-9.88
2010	4	10	5	-9.88
2010	4	10	6	-9.88
2010	4	10	7	-9.88
2010	4	10	8	-9.88
2010	4	10	9	-9.88
2010	4	10	10	-9.88
2010	4	10	11	-9.88
2010	4	10	12	-9.88
2010	4	10	13	-9.88
2010	4	10	14	-9.88
2010	4	10	15	-9.88
2010	4	10	16	-9.88
2010	4	10	17	-9.88
2010	4	10	18	-9.88
2010	4	10	19	-9.88
2010	4	10	20	-9.88
2010	4	10	21	-9.88
2010	4	10	22	-9.88
2010	4	10	23	-9.88
2010	4	11	0	1.64
2010	4	11	1	1.64
2010	4	11	2	1.64
2010	4	11	3	1.64
2010	4	11	4	1.64
2010	4	11	5	1.64
2010	4	11	6	1.64
2010	4	11	7	1.64
2010	4	11	8	1.64
2010	4	11	9	1.64
2010	4	11	10	1.64
2010	4	11	11	1.64
2010	4	11	12	1.64
2010	4	11	13	1.64
2010	4	11	14	1.64
2010	4	11	15	1.64
2010	4	11	16	1.64
2010	4	11	17	1.64
2010	4	11	18	1.64
2010	4	11	19	1.64
2010	4	11	20	1.64
2010	4	11	21	1.64
2010	4	11	22	1.64
2010	4	11	23	1.64
2010	4	12	0	-4.075
2010	4	12	1	-4.075
2010	4	12	2	-4.075
2010	4	12	3	-4.075
2010	4	12	4	-4.075
2010	4	12	5	-4.075
2010	4	12	6	-4.075
2010	4	12	7	-4.075
2010	4	12	8	-4.075
2010	4	12	9	-4.075
2010	4	12	10	-4.075
2010	4	12	11	-4.075
2010	4	12	12	-4.075
2010	4	12	13	-4.075
2010	4	12	14	-4.075
2010	4	12	15	-4.075
2010	4	12	16	-4.075
2010	4	12	17	-4.075
2010	4	12	18	-4.075
2010	4	12	19	-4.075
2010	4	12	20	-4.075
2010	4	12	21	-4.075
2010	4	12	22	-4.075
2010	4	12	23	-4.075
2010	4	13	0	-6.145
2010	4	13	1	-6.145
2010	4	13	2	-6.145
2010	4	13	3	-6.145
2010	4	13	4	-6.145
2010	4	13	5	-6.145
2010	4	13	6	-6.145
2010	4	13	7	-6.145
2010	4	13	8	-6.145
2010	4	13	9	-6.145
2010	4	13	10	-6.145
2010	4	13	11	-6.145
2010	4	13	12	-6.145
2010	4	13	13	-6.145
2010	4	13	14	-6.145
2010	4	13	15	-6.145
2010	4	13	16	-6.145
2010	4	13	17	-6.145
2010	4	13	18	-6.145
2010	4	13	19	-6.145
2010	4	13	20	-6.145
2010	4	13	21	-6.145
2010	4	13	22	-6.145
2010	4	13	23	-6.145
2010	4	14	0	-7.6
2010	4	14	1	-7.6
2010	4	14	2	-7.6
2010	4	14	3	-7.6
2010	4	14	4	-7.6
2010	4	14	5	-7.6
2010	4	14	6	-7.6
2010	4	14	7	-7.6
2010	4	14	8	-7.6
2010	4	14	9	-7.6
2010	4	14	10	-7.6
2010	4	14	11	-7.6
2010	4	14	12	-7.6
2010	4	14	13	-7.6
2010	4	14	14	-7.6
2010	4	14	15	-7.6
2010	4	14	16	-7.6
2010	4	14	17	-7.6
2010	4	14	18	-7.6
2010	4	14	19	-7.6
2010	4	14	20	-7.6
2010	4	14	21	-7.6
2010	4	14	22	-7.6
2010	4	14	23	-7.6
2010	4	15	0	-3.445
2010	4	15	1	-3.445
2010	4	15	2	-3.445
2010	4	15	3	-3.445
2010	4	15	4	-3.445
2010	4	15	5	-3.445
2010	4	15	6	-3.445
2010	4	15	7	-3.445
2010	4	15	8	-3.445
2010	4	15	9	-3.445
2010	4	15	10	-3.445
2010	4	15	11	-3.445
2010	4	15	12	-3.445
2010	4	15	13	-3.445
2010	4	15	14	-3.445
2010	4	15	15	-3.445
2010	4	15	16	-3.445
2010	4	15	17	-3.445
2010	4	15	18	-3.445
2010	4	15	19	-3.445
2010	4	15	20	-3.445
2010	4	15	21	-3.445
2010	4	15	22	-3.445
2010	4	15	23	-3.445
2010	4	16	0	-0.035
2010	4	16	1	-0.035
2010	4	16	2	-0.035
2010	4	16	3	-0.035
2010	4	16	4	-0.035
2010	4	16	5	-0.035
2010	4	16	6	-0.035
2010	4	16	7	-0.035
2010	4	16	8	-0.035
2010	4	16	9	-0.035
2010	4	16	10	-0.035
2010	4	16	11	-0.035
2010	4	16	12	-0.035
2010	4	16	13	-0.035
2010	4	16	14	-0.035
2010	4	16	15	-0.035
2010	4	16	16	-0.035
2010	4	16	17	-0.035
2010	4	16	18	-0.035
2010	4	16	19	-0.035
2010	4	16	20	-0.035
2010	4	16	21	-0.035
2010	4	16	22	-0.035
2010	4	16	23	-0.035
2010	4	17	0	0.07
2010	4	17	1	0.07
2010	4	17	2	0.07
2010	4	17	3	0.07
2010	4	17	4	0.07
2010	4	17	5	0.07
2010	4	17	6	0.07
2010	4	17	7	0.07
2010	4	17	8	0.07
2010	4	17	9	0.07
2010	4	17	10	0.07
2010	4	17	11	0.07
2010	4	17	12	0.07
2010	4	17	13	0.07
2010	4	17	14	0.07
2010	4	17	15	0.07
2010	4	17	16	0.07
2010	4	17	17	0.07
2010	4	17	18	0.07
2010	4	17	19	0.07
2010	4	17	20	0.07
2010	4	17	21	0.07
2010	4	17	22	0.07
2010	4	17	23	0.07
2010	4	18	0	0.94
2010	4	18	1	0.94
2010	4	18	2	0.94
2010	4	18	3	0.94
2010	4	18	4	0.94
2010	4	18	5	0.94
2010	4	18	6	0.94
2010	4	18	7	0.94
2010	4	18	8	0.94
2010	4	18	9	0.94
2010	4	18	10	0.94
2010	4	18	11	0.94
2010	4	18	12	0.94
2010	4	18	13	0.94
2010	4	18	14	0.94
2010	4	18	15	0.94
2010	4	18	16	0.94
2010	4	18	17	0.94
2010	4	18	18	0.94
2010	4	18	19	0.94
2010	4	18	20	0.94
2010	4	18	21	0.94
2010	4	18	22	0.94
2010	4	18	23	0.94
2010	4	19	0	2.015
2010	4	19	1	2.015
2010	4	19	2	2.015
2010	4	19	3	2.015
2010	4	19	4	2.015
2010	4	19	5	2.015
2010	4	19	6	2.015
2010	4	19	7	2.015
2010	4	19	8	2.015
2010	4	19	9	2.015
2010	4	19	10	2.015
2010	4	19	11	2.015
2010	4	19	12	2.015
2010	4	19	13	2.015
2010	4	19	14	2.015
2010	4	19	15	2.015
2010	4	19	16	2.015
2010	4	19	17	2.015
2010	4	19	18	2.015
2010	4	19	19	2.015
2010	4	19	20	2.015
2010	4	19	21	2.015
2010	4	19	22	2.015
2010	4	19	23	2.015
2010	4	20	0	3.19
2010	4	20	1	3.19
2010	4	20	2	3.19
2010	4	20	3	3.19
2010	4	20	4	3.19
2010	4	20	5	3.19
2010	4	20	6	3.19
2010	4	20	7	3.19
2010	4	20	8	3.19
2010	4	20	9	3.19
2010	4	20	10	3.19
2010	4	20	11	3.19
2010	4	20	12	3.19
2010	4	20	13	3.19
2010	4	20	14	3.19
2010	4	20	15	3.19
2010	4	20	16	3.19
2010	4	20	17	3.19
2010	4	20	18	3.19
2010	4	20	19	3.19
2010	4	20	20	3.19
2010	4	20	21	3.19
2010	4	20	22	3.19
2010	4	20	23	3.19
2010	4	21	0	1.09
2010	4	21	1	1.09
2010	4	21	2	1.09
2010	4	21	3	1.09
2010	4	21	4	1.09
2010	4	21	5	1.09
2010	4	21	6	1.09
2010	4	21	7	1.09
2010	4	21	8	1.09
2010	4	21	9	1.09
2010	4	21	10	1.09
2010	4	21	11	1.09
2010	4	21	12	1.09
2010	4	21	13	1.09
2010	4	21	14	1.09
2010	4	21	15	1.09
2010	4	21	16	1.09
2010	4	21	17	1.09
2010	4	21	18	1.09
2010	4	21	19	1.09
2010	4	21	20	1.09
2010	4	21	21	1.09
2010	4	21	22	1.09
2010	4	21	23	1.09
2010	4	22	0	-4.03
2010	4	22	1	-4.03
2010	4	22	2	-4.03
2010	4	22	3	-4.03
2010	4	22	4	-4.03
2010	4	22	5	-4.03
2010	4	22	6	-4.03
2010	4	22	7	-4.03
2010	4	22	8	-4.03
2010	4	22	9	-4.03
2010	4	22	10	-4.03
2010	4	22	11	-4.03
2010	4	22	12	-4.03
2010	4	22	13	-4.03
2010	4	22	14	-4.03
2010	4	22	15	-4.03
2010	4	22	16	-4.03
2010	4	22	17	-4.03
2010	4	22	18	-4.03
2010	4	22	19	-4.03
2010	4	22	20	-4.03
2010	4	22	21	-4.03
2010	4	22	22	-4.03
2010	4	22	23	-4.03
2010	4	23	0	-4.93
2010	4	23	1	-4.93
2010	4	23	2	-4.93
2010	4	23	3	-4.93
2010	4	23	4	-4.93
2010	4	23	5	-4.93
2010	4	23	6	-4.93
2010	4	23	7	-4.93
2010	4	23	8	-4.93
2010	4	23	9	-4.93
2010	4	23	10	-4.93
2010	4	23	11	-4.93
2010	4	23	12	-4.93
2010	4	23	13	-4.93
2010	4	23	14	-4.93
2010	4	23	15	-4.93
2010	4	23	16	-4.93
2010	4	23	17	-4.93
2010	4	23	18	-4.93
2010	4	23	19	-4.93
2010	4	23	20	-4.93
2010	4	23	21	-4.93
2010	4	23	22	-4.93
2010	4	23	23	-4.93
2010	4	24	0	-1.91
2010	4	24	1	-1.91
2010	4	24	2	-1.91
2010	4	24	3	-1.91
2010	4	24	4	-1.91
2010	4	24	5	-1.91
2010	4	24	6	-1.91
2010	4	24	7	-1.91
2010	4	24	8	-1.91
2010	4	24	9	-1.91
2010	4	24	10	-1.91
2010	4	24	11	-1.91
2010	4	24	12	-1.91
2010	4	24	13	-1.91
2010	4	24	14	-1.91
2010	4	24	15	-1.91
2010	4	24	16	-1.91
2010	4	24	17	-1.91
2010	4	24	18	-1.91
2010	4	24	19	-1.91
2010	4	24	20	-1.91
2010	4	24	21	-1.91
2010	4	24	22	-1.91
2010	4	24	23	-1.91
2010	4	25	0	-3.5
2010	4	25	1	-3.5
2010	4	25	2	-3.5
2010	4	25	3	-3.5
2010	4	25	4	-3.5
2010	4	25	5	-3.5
2010	4	25	6	-3.5
2010	4	25	7	-3.5
2010	4	25	8	-3.5
2010	4	25	9	-3.5
2010	4	25	10	-3.5
2010	4	25	11	-3.5
2010	4	25	12	-3.5
2010	4	25	13	-3.5
2010	4	25	14	-3.5
2010	4	25	15	-3.5
2010	4	25	16	-3.5
2010	4	25	17	-3.5
2010	4	25	18	-3.5
2010	4	25	19	-3.5
2010	4	25	20	-3.5
2010	4	25	21	-3.5
2010	4	25	22	-3.5
2010	4	25	23	-3.5
2010	4	26	0	-4.865
2010	4	26	1	-4.865
2010	4	26	2	-4.865
2010	4	26	3	-4.865
2010	4	26	4	-4.865
2010	4	26	5	-4.865
2010	4	26	6	-4.865
2010	4	26	7	-4.865
2010	4	26	8	-4.865
2010	4	26	9	-4.865
2010	4	26	10	-4.865
2010	4	26	11	-4.865
2010	4	26	12	-4.865
2010	4	26	13	-4.865
2010	4	26	14	-4.865
2010	4	26	15	-4.865
2010	4	26	16	-4.865
2010	4	26	17	-4.865
2010	4	26	18	-4.865
2010	4	26	19	-4.865
2010	4	26	20	-4.865
2010	4	26	21	-4.865
2010	4	26	22	-4.865
2010	4	26	23	-4.865
2010	4	27	0	-1.375
2010	4	27	1	-1.375
2010	4	27	2	-1.375
2010	4	27	3	-1.375
2010	4	27	4	-1.375
2010	4	27	5	-1.375
2010	4	27	6	-1.375
2010	4	27	7	-1.375
2010	4	27	8	-1.375
2010	4	27	9	-1.375
2010	4	27	10	-1.375
2010	4	27	11	-1.375
2010	4	27	12	-1.375
2010	4	27	13	-1.375
2010	4	27	14	-1.375
2010	4	27	15	-1.375
2010	4	27	16	-1.375
2010	4	27	17	-1.375
2010	4	27	18	-1.375
2010	4	27	19	-1.375
2010	4	27	20	-1.375
2010	4	27	21	-1.375
2010	4	27	22	-1.375
2010	4	27	23	-1.375
2010	4	28	0	-8.95
2010	4	28	1	-8.95
2010	4	28	2	-8.95
2010	4	28	3	-8.95
2010	4	28	4	-8.95
2010	4	28	5	-8.95
2010	4	28	6	-8.95
2010	4	28	7	-8.95
2010	4	28	8	-8.95
2010	4	28	9	-8.95
2010	4	28	10	-8.95
2010	4	28	11	-8.95
2010	4	28	12	-8.95
2010	4	28	13	-8.95
2010	4	28	14	-8.95
2010	4	28	15	-8.95
2010	4	28	16	-8.95
2010	4	28	17	-8.95
2010	4	28	18	-8.95
2010	4	28	19	-8.95
2010	4	28	20	-8.95
2010	4	28	21	-8.95
2010	4	28	22	-8.95
2010	4	28	23	-8.95
2010	4	29	0	-9.565
2010	4	29	1	-9.565
2010	4	29	2	-9.565
2010	4	29	3	-9.565
2010	4	29	4	-9.565
2010	4	29	5	-9.565
2010	4	29	6	-9.565
2010	4	29	7	-9.565
2010	4	29	8	-9.565
2010	4	29	9	-9.565
2010	4	29	10	-9.565
2010	4	29	11	-9.565
2010	4	29	12	-9.565
2010	4	29	13	-9.565
2010	4	29	14	-9.565
2010	4	29	15	-9.565
2010	4	29	16	-9.565
2010	4	29	17	-9.565
2010	4	29	18	-9.565
2010	4	29	19	-9.565
2010	4	29	20	-9.565
2010	4	29	21	-9.565
2010	4	29	22	-9.565
2010	4	29	23	-9.565
2010	4	30	0	-7.41
2010	4	30	1	-7.41
2010	4	30	2	-7.41
2010	4	30	3	-7.41
2010	4	30	4	-7.41
2010	4	30	5	-7.41
2010	4	30	6	-7.41
2010	4	30	7	-7.41
2010	4	30	8	-7.41
2010	4	30	9	-7.41
2010	4	30	10	-7.41
2010	4	30	11	-7.41
2010	4	30	12	-7.41
2010	4	30	13	-7.41
2010	4	30	14	-7.41
2010	4	30	15	-7.41
2010	4	30	16	-7.41
2010	4	30	17	-7.41
2010	4	30	18	-7.41
2010	4	30	19	-7.41
2010	4	30	20	-7.41
2010	4	30	21	-7.41
2010	4	30	22	-7.41
2010	4	30	23	-7.41
2010	5	1	0	-6.34
2010	5	1	1	-6.34
2010	5	1	2	-6.34
2010	5	1	3	-6.34
2010	5	1	4	-6.34
2010	5	1	5	-6.34
2010	5	1	6	-6.34
2010	5	1	7	-6.34
2010	5	1	8	-6.34
2010	5	1	9	-6.34
2010	5	1	10	-6.34
2010	5	1	11	-6.34
2010	5	1	12	-6.34
2010	5	1	13	-6.34
2010	5	1	14	-6.34
2010	5	1	15	-6.34
2010	5	1	16	-6.34
2010	5	1	17	-6.34
2010	5	1	18	-6.34
2010	5	1	19	-6.34
2010	5	1	20	-6.34
2010	5	1	21	-6.34
2010	5	1	22	-6.34
2010	5	1	23	-6.34
2010	5	2	0	-7.235
2010	5	2	1	-7.235
2010	5	2	2	-7.235
2010	5	2	3	-7.235
2010	5	2	4	-7.235
2010	5	2	5	-7.235
2010	5	2	6	-7.235
2010	5	2	7	-7.235
2010	5	2	8	-7.235
2010	5	2	9	-7.235
2010	5	2	10	-7.235
2010	5	2	11	-7.235
2010	5	2	12	-7.235
2010	5	2	13	-7.235
2010	5	2	14	-7.235
2010	5	2	15	-7.235
2010	5	2	16	-7.235
2010	5	2	17	-7.235
2010	5	2	18	-7.235
2010	5	2	19	-7.235
2010	5	2	20	-7.235
2010	5	2	21	-7.235
2010	5	2	22	-7.235
2010	5	2	23	-7.235
2010	5	3	0	-4.52
2010	5	3	1	-4.52
2010	5	3	2	-4.52
2010	5	3	3	-4.52
2010	5	3	4	-4.52
2010	5	3	5	-4.52
2010	5	3	6	-4.52
2010	5	3	7	-4.52
2010	5	3	8	-4.52
2010	5	3	9	-4.52
2010	5	3	10	-4.52
2010	5	3	11	-4.52
2010	5	3	12	-4.52
2010	5	3	13	-4.52
2010	5	3	14	-4.52
2010	5	3	15	-4.52
2010	5	3	16	-4.52
2010	5	3	17	-4.52
2010	5	3	18	-4.52
2010	5	3	19	-4.52
2010	5	3	20	-4.52
2010	5	3	21	-4.52
2010	5	3	22	-4.52
2010	5	3	23	-4.52
2010	5	4	0	-8.75
2010	5	4	1	-8.75
2010	5	4	2	-8.75
2010	5	4	3	-8.75
2010	5	4	4	-8.75
2010	5	4	5	-8.75
2010	5	4	6	-8.75
2010	5	4	7	-8.75
2010	5	4	8	-8.75
2010	5	4	9	-8.75
2010	5	4	10	-8.75
2010	5	4	11	-8.75
2010	5	4	12	-8.75
2010	5	4	13	-8.75
2010	5	4	14	-8.75
2010	5	4	15	-8.75
2010	5	4	16	-8.75
2010	5	4	17	-8.75
2010	5	4	18	-8.75
2010	5	4	19	-8.75
2010	5	4	20	-8.75
2010	5	4	21	-8.75
2010	5	4	22	-8.75
2010	5	4	23	-8.75
2010	5	5	0	-8.885
2010	5	5	1	-8.885
2010	5	5	2	-8.885
2010	5	5	3	-8.885
2010	5	5	4	-8.885
2010	5	5	5	-8.885
2010	5	5	6	-8.885
2010	5	5	7	-8.885
2010	5	5	8	-8.885
2010	5	5	9	-8.885
2010	5	5	10	-8.885
2010	5	5	11	-8.885
2010	5	5	12	-8.885
2010	5	5	13	-8.885
2010	5	5	14	-8.885
2010	5	5	15	-8.885
2010	5	5	16	-8.885
2010	5	5	17	-8.885
2010	5	5	18	-8.885
2010	5	5	19	-8.885
2010	5	5	20	-8.885
2010	5	5	21	-8.885
2010	5	5	22	-8.885
2010	5	5	23	-8.885
2010	5	6	0	-10.705
2010	5	6	1	-10.705
2010	5	6	2	-10.705
2010	5	6	3	-10.705
2010	5	6	4	-10.705
2010	5	6	5	-10.705
2010	5	6	6	-10.705
2010	5	6	7	-10.705
2010	5	6	8	-10.705
2010	5	6	9	-10.705
2010	5	6	10	-10.705
2010	5	6	11	-10.705
2010	5	6	12	-10.705
2010	5	6	13	-10.705
2010	5	6	14	-10.705
2010	5	6	15	-10.705
2010	5	6	16	-10.705
2010	5	6	17	-10.705
2010	5	6	18	-10.705
2010	5	6	19	-10.705
2010	5	6	20	-10.705
2010	5	6	21	-10.705
2010	5	6	22	-10.705
2010	5	6	23	-10.705
2010	5	7	0	-12
2010	5	7	1	-12
2010	5	7	2	-12
2010	5	7	3	-12
2010	5	7	4	-12
2010	5	7	5	-12
2010	5	7	6	-12
2010	5	7	7	-12
2010	5	7	8	-12
2010	5	7	9	-12
2010	5	7	10	-12
2010	5	7	11	-12
2010	5	7	12	-12
2010	5	7	13	-12
2010	5	7	14	-12
2010	5	7	15	-12
2010	5	7	16	-12
2010	5	7	17	-12
2010	5	7	18	-12
2010	5	7	19	-12
2010	5	7	20	-12
2010	5	7	21	-12
2010	5	7	22	-12
2010	5	7	23	-12
2010	5	8	0	-3.865
2010	5	8	1	-3.865
2010	5	8	2	-3.865
2010	5	8	3	-3.865
2010	5	8	4	-3.865
2010	5	8	5	-3.865
2010	5	8	6	-3.865
2010	5	8	7	-3.865
2010	5	8	8	-3.865
2010	5	8	9	-3.865
2010	5	8	10	-3.865
2010	5	8	11	-3.865
2010	5	8	12	-3.865
2010	5	8	13	-3.865
2010	5	8	14	-3.865
2010	5	8	15	-3.865
2010	5	8	16	-3.865
2010	5	8	17	-3.865
2010	5	8	18	-3.865
2010	5	8	19	-3.865
2010	5	8	20	-3.865
2010	5	8	21	-3.865
2010	5	8	22	-3.865
2010	5	8	23	-3.865
2010	5	9	0	-1.385
2010	5	9	1	-1.385
2010	5	9	2	-1.385
2010	5	9	3	-1.385
2010	5	9	4	-1.385
2010	5	9	5	-1.385
2010	5	9	6	-1.385
2010	5	9	7	-1.385
2010	5	9	8	-1.385
2010	5	9	9	-1.385
2010	5	9	10	-1.385
2010	5	9	11	-1.385
2010	5	9	12	-1.385
2010	5	9	13	-1.385
2010	5	9	14	-1.385
2010	5	9	15	-1.385
2010	5	9	16	-1.385
2010	5	9	17	-1.385
2010	5	9	18	-1.385
2010	5	9	19	-1.385
2010	5	9	20	-1.385
2010	5	9	21	-1.385
2010	5	9	22	-1.385
2010	5	9	23	-1.385
2010	5	10	0	-2.28
2010	5	10	1	-2.28
2010	5	10	2	-2.28
2010	5	10	3	-2.28
2010	5	10	4	-2.28
2010	5	10	5	-2.28
2010	5	10	6	-2.28
2010	5	10	7	-2.28
2010	5	10	8	-2.28
2010	5	10	9	-2.28
2010	5	10	10	-2.28
2010	5	10	11	-2.28
2010	5	10	12	-2.28
2010	5	10	13	-2.28
2010	5	10	14	-2.28
2010	5	10	15	-2.28
2010	5	10	16	-2.28
2010	5	10	17	-2.28
2010	5	10	18	-2.28
2010	5	10	19	-2.28
2010	5	10	20	-2.28
2010	5	10	21	-2.28
2010	5	10	22	-2.28
2010	5	10	23	-2.28
2010	5	11	0	-2.27
2010	5	11	1	-2.27
2010	5	11	2	-2.27
2010	5	11	3	-2.27
2010	5	11	4	-2.27
2010	5	11	5	-2.27
2010	5	11	6	-2.27
2010	5	11	7	-2.27
2010	5	11	8	-2.27
2010	5	11	9	-2.27
2010	5	11	10	-2.27
2010	5	11	11	-2.27
2010	5	11	12	-2.27
2010	5	11	13	-2.27
2010	5	11	14	-2.27
2010	5	11	15	-2.27
2010	5	11	16	-2.27
2010	5	11	17	-2.27
2010	5	11	18	-2.27
2010	5	11	19	-2.27
2010	5	11	20	-2.27
2010	5	11	21	-2.27
2010	5	11	22	-2.27
2010	5	11	23	-2.27
2010	5	12	0	-3.385
2010	5	12	1	-3.385
2010	5	12	2	-3.385
2010	5	12	3	-3.385
2010	5	12	4	-3.385
2010	5	12	5	-3.385
2010	5	12	6	-3.385
2010	5	12	7	-3.385
2010	5	12	8	-3.385
2010	5	12	9	-3.385
2010	5	12	10	-3.385
2010	5	12	11	-3.385
2010	5	12	12	-3.385
2010	5	12	13	-3.385
2010	5	12	14	-3.385
2010	5	12	15	-3.385
2010	5	12	16	-3.385
2010	5	12	17	-3.385
2010	5	12	18	-3.385
2010	5	12	19	-3.385
2010	5	12	20	-3.385
2010	5	12	21	-3.385
2010	5	12	22	-3.385
2010	5	12	23	-3.385
2010	5	13	0	-4.74
2010	5	13	1	-4.74
2010	5	13	2	-4.74
2010	5	13	3	-4.74
2010	5	13	4	-4.74
2010	5	13	5	-4.74
2010	5	13	6	-4.74
2010	5	13	7	-4.74
2010	5	13	8	-4.74
2010	5	13	9	-4.74
2010	5	13	10	-4.74
2010	5	13	11	-4.74
2010	5	13	12	-4.74
2010	5	13	13	-4.74
2010	5	13	14	-4.74
2010	5	13	15	-4.74
2010	5	13	16	-4.74
2010	5	13	17	-4.74
2010	5	13	18	-4.74
2010	5	13	19	-4.74
2010	5	13	20	-4.74
2010	5	13	21	-4.74
2010	5	13	22	-4.74
2010	5	13	23	-4.74
2010	5	14	0	-2.695
2010	5	14	1	-2.695
2010	5	14	2	-2.695
2010	5	14	3	-2.695
2010	5	14	4	-2.695
2010	5	14	5	-2.695
2010	5	14	6	-2.695
2010	5	14	7	-2.695
2010	5	14	8	-2.695
2010	5	14	9	-2.695
2010	5	14	10	-2.695
2010	5	14	11	-2.695
2010	5	14	12	-2.695
2010	5	14	13	-2.695
2010	5	14	14	-2.695
2010	5	14	15	-2.695
2010	5	14	16	-2.695
2010	5	14	17	-2.695
2010	5	14	18	-2.695
2010	5	14	19	-2.695
2010	5	14	20	-2.695
2010	5	14	21	-2.695
2010	5	14	22	-2.695
2010	5	14	23	-2.695
2010	5	15	0	-2.205
2010	5	15	1	-2.205
2010	5	15	2	-2.205
2010	5	15	3	-2.205
2010	5	15	4	-2.205
2010	5	15	5	-2.205
2010	5	15	6	-2.205
2010	5	15	7	-2.205
2010	5	15	8	-2.205
2010	5	15	9	-2.205
2010	5	15	10	-2.205
2010	5	15	11	-2.205
2010	5	15	12	-2.205
2010	5	15	13	-2.205
2010	5	15	14	-2.205
2010	5	15	15	-2.205
2010	5	15	16	-2.205
2010	5	15	17	-2.205
2010	5	15	18	-2.205
2010	5	15	19	-2.205
2010	5	15	20	-2.205
2010	5	15	21	-2.205
2010	5	15	22	-2.205
2010	5	15	23	-2.205
2010	5	16	0	0.705
2010	5	16	1	0.705
2010	5	16	2	0.705
2010	5	16	3	0.705
2010	5	16	4	0.705
2010	5	16	5	0.705
2010	5	16	6	0.705
2010	5	16	7	0.705
2010	5	16	8	0.705
2010	5	16	9	0.705
2010	5	16	10	0.705
2010	5	16	11	0.705
2010	5	16	12	0.705
2010	5	16	13	0.705
2010	5	16	14	0.705
2010	5	16	15	0.705
2010	5	16	16	0.705
2010	5	16	17	0.705
2010	5	16	18	0.705
2010	5	16	19	0.705
2010	5	16	20	0.705
2010	5	16	21	0.705
2010	5	16	22	0.705
2010	5	16	23	0.705
2010	5	17	0	3.795
2010	5	17	1	3.795
2010	5	17	2	3.795
2010	5	17	3	3.795
2010	5	17	4	3.795
2010	5	17	5	3.795
2010	5	17	6	3.795
2010	5	17	7	3.795
2010	5	17	8	3.795
2010	5	17	9	3.795
2010	5	17	10	3.795
2010	5	17	11	3.795
2010	5	17	12	3.795
2010	5	17	13	3.795
2010	5	17	14	3.795
2010	5	17	15	3.795
2010	5	17	16	3.795
2010	5	17	17	3.795
2010	5	17	18	3.795
2010	5	17	19	3.795
2010	5	17	20	3.795
2010	5	17	21	3.795
2010	5	17	22	3.795
2010	5	17	23	3.795
2010	5	18	0	0.775
2010	5	18	1	0.775
2010	5	18	2	0.775
2010	5	18	3	0.775
2010	5	18	4	0.775
2010	5	18	5	0.775
2010	5	18	6	0.775
2010	5	18	7	0.775
2010	5	18	8	0.775
2010	5	18	9	0.775
2010	5	18	10	0.775
2010	5	18	11	0.775
2010	5	18	12	0.775
2010	5	18	13	0.775
2010	5	18	14	0.775
2010	5	18	15	0.775
2010	5	18	16	0.775
2010	5	18	17	0.775
2010	5	18	18	0.775
2010	5	18	19	0.775
2010	5	18	20	0.775
2010	5	18	21	0.775
2010	5	18	22	0.775
2010	5	18	23	0.775
2010	5	19	0	-0.475
2010	5	19	1	-0.475
2010	5	19	2	-0.475
2010	5	19	3	-0.475
2010	5	19	4	-0.475
2010	5	19	5	-0.475
2010	5	19	6	-0.475
2010	5	19	7	-0.475
2010	5	19	8	-0.475
2010	5	19	9	-0.475
2010	5	19	10	-0.475
2010	5	19	11	-0.475
2010	5	19	12	-0.475
2010	5	19	13	-0.475
2010	5	19	14	-0.475
2010	5	19	15	-0.475
2010	5	19	16	-0.475
2010	5	19	17	-0.475
2010	5	19	18	-0.475
2010	5	19	19	-0.475
2010	5	19	20	-0.475
2010	5	19	21	-0.475
2010	5	19	22	-0.475
2010	5	19	23	-0.475
2010	5	20	0	-1.135
2010	5	20	1	-1.135
2010	5	20	2	-1.135
2010	5	20	3	-1.135
2010	5	20	4	-1.135
2010	5	20	5	-1.135
2010	5	20	6	-1.135
2010	5	20	7	-1.135
2010	5	20	8	-1.135
2010	5	20	9	-1.135
2010	5	20	10	-1.135
2010	5	20	11	-1.135
2010	5	20	12	-1.135
2010	5	20	13	-1.135
2010	5	20	14	-1.135
2010	5	20	15	-1.135
2010	5	20	16	-1.135
2010	5	20	17	-1.135
2010	5	20	18	-1.135
2010	5	20	19	-1.135
2010	5	20	20	-1.135
2010	5	20	21	-1.135
2010	5	20	22	-1.135
2010	5	20	23	-1.135
2010	5	21	0	-2.185
2010	5	21	1	-2.185
2010	5	21	2	-2.185
2010	5	21	3	-2.185
2010	5	21	4	-2.185
2010	5	21	5	-2.185
2010	5	21	6	-2.185
2010	5	21	7	-2.185
2010	5	21	8	-2.185
2010	5	21	9	-2.185
2010	5	21	10	-2.185
2010	5	21	11	-2.185
2010	5	21	12	-2.185
2010	5	21	13	-2.185
2010	5	21	14	-2.185
2010	5	21	15	-2.185
2010	5	21	16	-2.185
2010	5	21	17	-2.185
2010	5	21	18	-2.185
