Year	Month	Day	Hour	Tamin ( C )
2010	2	26	20	-11.3
2010	2	26	21	-11.3
2010	2	26	22	-11.3
2010	2	26	23	-11.3
2010	2	27	0	-5.835
2010	2	27	1	-5.835
2010	2	27	2	-5.835
2010	2	27	3	-5.835
2010	2	27	4	-5.835
2010	2	27	5	-5.835
2010	2	27	6	-5.835
2010	2	27	7	-5.835
2010	2	27	8	-5.835
2010	2	27	9	-5.835
2010	2	27	10	-5.835
2010	2	27	11	-5.835
2010	2	27	12	-5.835
2010	2	27	13	-5.835
2010	2	27	14	-5.835
2010	2	27	15	-5.835
2010	2	27	16	-5.835
2010	2	27	17	-5.835
2010	2	27	18	-5.835
2010	2	27	19	-5.835
2010	2	27	20	-5.835
2010	2	27	21	-5.835
2010	2	27	22	-5.835
2010	2	27	23	-5.835
2010	2	28	0	-7.245
2010	2	28	1	-7.245
2010	2	28	2	-7.245
2010	2	28	3	-7.245
2010	2	28	4	-7.245
2010	2	28	5	-7.245
2010	2	28	6	-7.245
2010	2	28	7	-7.245
2010	2	28	8	-7.245
2010	2	28	9	-7.245
2010	2	28	10	-7.245
2010	2	28	11	-7.245
2010	2	28	12	-7.245
2010	2	28	13	-7.245
2010	2	28	14	-7.245
2010	2	28	15	-7.245
2010	2	28	16	-7.245
2010	2	28	17	-7.245
2010	2	28	18	-7.245
2010	2	28	19	-7.245
2010	2	28	20	-7.245
2010	2	28	21	-7.245
2010	2	28	22	-7.245
2010	2	28	23	-7.245
2010	3	1	0	-8.32
2010	3	1	1	-8.32
2010	3	1	2	-8.32
2010	3	1	3	-8.32
2010	3	1	4	-8.32
2010	3	1	5	-8.32
2010	3	1	6	-8.32
2010	3	1	7	-8.32
2010	3	1	8	-8.32
2010	3	1	9	-8.32
2010	3	1	10	-8.32
2010	3	1	11	-8.32
2010	3	1	12	-8.32
2010	3	1	13	-8.32
2010	3	1	14	-8.32
2010	3	1	15	-8.32
2010	3	1	16	-8.32
2010	3	1	17	-8.32
2010	3	1	18	-8.32
2010	3	1	19	-8.32
2010	3	1	20	-8.32
2010	3	1	21	-8.32
2010	3	1	22	-8.32
2010	3	1	23	-8.32
2010	3	2	0	-7.77
2010	3	2	1	-7.77
2010	3	2	2	-7.77
2010	3	2	3	-7.77
2010	3	2	4	-7.77
2010	3	2	5	-7.77
2010	3	2	6	-7.77
2010	3	2	7	-7.77
2010	3	2	8	-7.77
2010	3	2	9	-7.77
2010	3	2	10	-7.77
2010	3	2	11	-7.77
2010	3	2	12	-7.77
2010	3	2	13	-7.77
2010	3	2	14	-7.77
2010	3	2	15	-7.77
2010	3	2	16	-7.77
2010	3	2	17	-7.77
2010	3	2	18	-7.77
2010	3	2	19	-7.77
2010	3	2	20	-7.77
2010	3	2	21	-7.77
2010	3	2	22	-7.77
2010	3	2	23	-7.77
2010	3	3	0	-4.16
2010	3	3	1	-4.16
2010	3	3	2	-4.16
2010	3	3	3	-4.16
2010	3	3	4	-4.16
2010	3	3	5	-4.16
2010	3	3	6	-4.16
2010	3	3	7	-4.16
2010	3	3	8	-4.16
2010	3	3	9	-4.16
2010	3	3	10	-4.16
2010	3	3	11	-4.16
2010	3	3	12	-4.16
2010	3	3	13	-4.16
2010	3	3	14	-4.16
2010	3	3	15	-4.16
2010	3	3	16	-4.16
2010	3	3	17	-4.16
2010	3	3	18	-4.16
2010	3	3	19	-4.16
2010	3	3	20	-4.16
2010	3	3	21	-4.16
2010	3	3	22	-4.16
2010	3	3	23	-4.16
2010	3	4	0	-5.285
2010	3	4	1	-5.285
2010	3	4	2	-5.285
2010	3	4	3	-5.285
2010	3	4	4	-5.285
2010	3	4	5	-5.285
2010	3	4	6	-5.285
2010	3	4	7	-5.285
2010	3	4	8	-5.285
2010	3	4	9	-5.285
2010	3	4	10	-5.285
2010	3	4	11	-5.285
2010	3	4	12	-5.285
2010	3	4	13	-5.285
2010	3	4	14	-5.285
2010	3	4	15	-5.285
2010	3	4	16	-5.285
2010	3	4	17	-5.285
2010	3	4	18	-5.285
2010	3	4	19	-5.285
2010	3	4	20	-5.285
2010	3	4	21	-5.285
2010	3	4	22	-5.285
2010	3	4	23	-5.285
2010	3	5	0	-5.475
2010	3	5	1	-5.475
2010	3	5	2	-5.475
2010	3	5	3	-5.475
2010	3	5	4	-5.475
2010	3	5	5	-5.475
2010	3	5	6	-5.475
2010	3	5	7	-5.475
2010	3	5	8	-5.475
2010	3	5	9	-5.475
2010	3	5	10	-5.475
2010	3	5	11	-5.475
2010	3	5	12	-5.475
2010	3	5	13	-5.475
2010	3	5	14	-5.475
2010	3	5	15	-5.475
2010	3	5	16	-5.475
2010	3	5	17	-5.475
2010	3	5	18	-5.475
2010	3	5	19	-5.475
2010	3	5	20	-5.475
2010	3	5	21	-5.475
2010	3	5	22	-5.475
2010	3	5	23	-5.475
2010	3	6	0	-8.55
2010	3	6	1	-8.55
2010	3	6	2	-8.55
2010	3	6	3	-8.55
2010	3	6	4	-8.55
2010	3	6	5	-8.55
2010	3	6	6	-8.55
2010	3	6	7	-8.55
2010	3	6	8	-8.55
2010	3	6	9	-8.55
2010	3	6	10	-8.55
2010	3	6	11	-8.55
2010	3	6	12	-8.55
2010	3	6	13	-8.55
2010	3	6	14	-8.55
2010	3	6	15	-8.55
2010	3	6	16	-8.55
2010	3	6	17	-8.55
2010	3	6	18	-8.55
2010	3	6	19	-8.55
2010	3	6	20	-8.55
2010	3	6	21	-8.55
2010	3	6	22	-8.55
2010	3	6	23	-8.55
2010	3	7	0	-5.26
2010	3	7	1	-5.26
2010	3	7	2	-5.26
2010	3	7	3	-5.26
2010	3	7	4	-5.26
2010	3	7	5	-5.26
2010	3	7	6	-5.26
2010	3	7	7	-5.26
2010	3	7	8	-5.26
2010	3	7	9	-5.26
2010	3	7	10	-5.26
2010	3	7	11	-5.26
2010	3	7	12	-5.26
2010	3	7	13	-5.26
2010	3	7	14	-5.26
2010	3	7	15	-5.26
2010	3	7	16	-5.26
2010	3	7	17	-5.26
2010	3	7	18	-5.26
2010	3	7	19	-5.26
2010	3	7	20	-5.26
2010	3	7	21	-5.26
2010	3	7	22	-5.26
2010	3	7	23	-5.26
2010	3	8	0	-7.155
2010	3	8	1	-7.155
2010	3	8	2	-7.155
2010	3	8	3	-7.155
2010	3	8	4	-7.155
2010	3	8	5	-7.155
2010	3	8	6	-7.155
2010	3	8	7	-7.155
2010	3	8	8	-7.155
2010	3	8	9	-7.155
2010	3	8	10	-7.155
2010	3	8	11	-7.155
2010	3	8	12	-7.155
2010	3	8	13	-7.155
2010	3	8	14	-7.155
2010	3	8	15	-7.155
2010	3	8	16	-7.155
2010	3	8	17	-7.155
2010	3	8	18	-7.155
2010	3	8	19	-7.155
2010	3	8	20	-7.155
2010	3	8	21	-7.155
2010	3	8	22	-7.155
2010	3	8	23	-7.155
2010	3	9	0	-7.915
2010	3	9	1	-7.915
2010	3	9	2	-7.915
2010	3	9	3	-7.915
2010	3	9	4	-7.915
2010	3	9	5	-7.915
2010	3	9	6	-7.915
2010	3	9	7	-7.915
2010	3	9	8	-7.915
2010	3	9	9	-7.915
2010	3	9	10	-7.915
2010	3	9	11	-7.915
2010	3	9	12	-7.915
2010	3	9	13	-7.915
2010	3	9	14	-7.915
2010	3	9	15	-7.915
2010	3	9	16	-7.915
2010	3	9	17	-7.915
2010	3	9	18	-7.915
2010	3	9	19	-7.915
2010	3	9	20	-7.915
2010	3	9	21	-7.915
2010	3	9	22	-7.915
2010	3	9	23	-7.915
2010	3	10	0	-13.63
2010	3	10	1	-13.63
2010	3	10	2	-13.63
2010	3	10	3	-13.63
2010	3	10	4	-13.63
2010	3	10	5	-13.63
2010	3	10	6	-13.63
2010	3	10	7	-13.63
2010	3	10	8	-13.63
2010	3	10	9	-13.63
2010	3	10	10	-13.63
2010	3	10	11	-13.63
2010	3	10	12	-13.63
2010	3	10	13	-13.63
2010	3	10	14	-13.63
2010	3	10	15	-13.63
2010	3	10	16	-13.63
2010	3	10	17	-13.63
2010	3	10	18	-13.63
2010	3	10	19	-13.63
2010	3	10	20	-13.63
2010	3	10	21	-13.63
2010	3	10	22	-13.63
2010	3	10	23	-13.63
2010	3	11	0	-14.04
2010	3	11	1	-14.04
2010	3	11	2	-14.04
2010	3	11	3	-14.04
2010	3	11	4	-14.04
2010	3	11	5	-14.04
2010	3	11	6	-14.04
2010	3	11	7	-14.04
2010	3	11	8	-14.04
2010	3	11	9	-14.04
2010	3	11	10	-14.04
2010	3	11	11	-14.04
2010	3	11	12	-14.04
2010	3	11	13	-14.04
2010	3	11	14	-14.04
2010	3	11	15	-14.04
2010	3	11	16	-14.04
2010	3	11	17	-14.04
2010	3	11	18	-14.04
2010	3	11	19	-14.04
2010	3	11	20	-14.04
2010	3	11	21	-14.04
2010	3	11	22	-14.04
2010	3	11	23	-14.04
2010	3	12	0	-9.915
2010	3	12	1	-9.915
2010	3	12	2	-9.915
2010	3	12	3	-9.915
2010	3	12	4	-9.915
2010	3	12	5	-9.915
2010	3	12	6	-9.915
2010	3	12	7	-9.915
2010	3	12	8	-9.915
2010	3	12	9	-9.915
2010	3	12	10	-9.915
2010	3	12	11	-9.915
2010	3	12	12	-9.915
2010	3	12	13	-9.915
2010	3	12	14	-9.915
2010	3	12	15	-9.915
2010	3	12	16	-9.915
2010	3	12	17	-9.915
2010	3	12	18	-9.915
2010	3	12	19	-9.915
2010	3	12	20	-9.915
2010	3	12	21	-9.915
2010	3	12	22	-9.915
2010	3	12	23	-9.915
2010	3	13	0	-5.725
2010	3	13	1	-5.725
2010	3	13	2	-5.725
2010	3	13	3	-5.725
2010	3	13	4	-5.725
2010	3	13	5	-5.725
2010	3	13	6	-5.725
2010	3	13	7	-5.725
2010	3	13	8	-5.725
2010	3	13	9	-5.725
2010	3	13	10	-5.725
2010	3	13	11	-5.725
2010	3	13	12	-5.725
2010	3	13	13	-5.725
2010	3	13	14	-5.725
2010	3	13	15	-5.725
2010	3	13	16	-5.725
2010	3	13	17	-5.725
2010	3	13	18	-5.725
2010	3	13	19	-5.725
2010	3	13	20	-5.725
2010	3	13	21	-5.725
2010	3	13	22	-5.725
2010	3	13	23	-5.725
2010	3	14	0	-5.385
2010	3	14	1	-5.385
2010	3	14	2	-5.385
2010	3	14	3	-5.385
2010	3	14	4	-5.385
2010	3	14	5	-5.385
2010	3	14	6	-5.385
2010	3	14	7	-5.385
2010	3	14	8	-5.385
2010	3	14	9	-5.385
2010	3	14	10	-5.385
2010	3	14	11	-5.385
2010	3	14	12	-5.385
2010	3	14	13	-5.385
2010	3	14	14	-5.385
2010	3	14	15	-5.385
2010	3	14	16	-5.385
2010	3	14	17	-5.385
2010	3	14	18	-5.385
2010	3	14	19	-5.385
2010	3	14	20	-5.385
2010	3	14	21	-5.385
2010	3	14	22	-5.385
2010	3	14	23	-5.385
2010	3	15	0	-5.705
2010	3	15	1	-5.705
2010	3	15	2	-5.705
2010	3	15	3	-5.705
2010	3	15	4	-5.705
2010	3	15	5	-5.705
2010	3	15	6	-5.705
2010	3	15	7	-5.705
2010	3	15	8	-5.705
2010	3	15	9	-5.705
2010	3	15	10	-5.705
2010	3	15	11	-5.705
2010	3	15	12	-5.705
2010	3	15	13	-5.705
2010	3	15	14	-5.705
2010	3	15	15	-5.705
2010	3	15	16	-5.705
2010	3	15	17	-5.705
2010	3	15	18	-5.705
2010	3	15	19	-5.705
2010	3	15	20	-5.705
2010	3	15	21	-5.705
2010	3	15	22	-5.705
2010	3	15	23	-5.705
2010	3	16	0	-4.61
2010	3	16	1	-4.61
2010	3	16	2	-4.61
2010	3	16	3	-4.61
2010	3	16	4	-4.61
2010	3	16	5	-4.61
2010	3	16	6	-4.61
2010	3	16	7	-4.61
2010	3	16	8	-4.61
2010	3	16	9	-4.61
2010	3	16	10	-4.61
2010	3	16	11	-4.61
2010	3	16	12	-4.61
2010	3	16	13	-4.61
2010	3	16	14	-4.61
2010	3	16	15	-4.61
2010	3	16	16	-4.61
2010	3	16	17	-4.61
2010	3	16	18	-4.61
2010	3	16	19	-4.61
2010	3	16	20	-4.61
2010	3	16	21	-4.61
2010	3	16	22	-4.61
2010	3	16	23	-4.61
2010	3	17	0	-2.085
2010	3	17	1	-2.085
2010	3	17	2	-2.085
2010	3	17	3	-2.085
2010	3	17	4	-2.085
2010	3	17	5	-2.085
2010	3	17	6	-2.085
2010	3	17	7	-2.085
2010	3	17	8	-2.085
2010	3	17	9	-2.085
2010	3	17	10	-2.085
2010	3	17	11	-2.085
2010	3	17	12	-2.085
2010	3	17	13	-2.085
2010	3	17	14	-2.085
2010	3	17	15	-2.085
2010	3	17	16	-2.085
2010	3	17	17	-2.085
2010	3	17	18	-2.085
2010	3	17	19	-2.085
2010	3	17	20	-2.085
2010	3	17	21	-2.085
2010	3	17	22	-2.085
2010	3	17	23	-2.085
2010	3	18	0	-6.745
2010	3	18	1	-6.745
2010	3	18	2	-6.745
2010	3	18	3	-6.745
2010	3	18	4	-6.745
2010	3	18	5	-6.745
2010	3	18	6	-6.745
2010	3	18	7	-6.745
2010	3	18	8	-6.745
2010	3	18	9	-6.745
2010	3	18	10	-6.745
2010	3	18	11	-6.745
2010	3	18	12	-6.745
2010	3	18	13	-6.745
2010	3	18	14	-6.745
2010	3	18	15	-6.745
2010	3	18	16	-6.745
2010	3	18	17	-6.745
2010	3	18	18	-6.745
2010	3	18	19	-6.745
2010	3	18	20	-6.745
2010	3	18	21	-6.745
2010	3	18	22	-6.745
2010	3	18	23	-6.745
2010	3	19	0	-9.35
2010	3	19	1	-9.35
2010	3	19	2	-9.35
2010	3	19	3	-9.35
2010	3	19	4	-9.35
2010	3	19	5	-9.35
2010	3	19	6	-9.35
2010	3	19	7	-9.35
2010	3	19	8	-9.35
2010	3	19	9	-9.35
2010	3	19	10	-9.35
2010	3	19	11	-9.35
2010	3	19	12	-9.35
2010	3	19	13	-9.35
2010	3	19	14	-9.35
2010	3	19	15	-9.35
2010	3	19	16	-9.35
2010	3	19	17	-9.35
2010	3	19	18	-9.35
2010	3	19	19	-9.35
2010	3	19	20	-9.35
2010	3	19	21	-9.35
2010	3	19	22	-9.35
2010	3	19	23	-9.35
2010	3	20	0	-13.93
2010	3	20	1	-13.93
2010	3	20	2	-13.93
2010	3	20	3	-13.93
2010	3	20	4	-13.93
2010	3	20	5	-13.93
2010	3	20	6	-13.93
2010	3	20	7	-13.93
2010	3	20	8	-13.93
2010	3	20	9	-13.93
2010	3	20	10	-13.93
2010	3	20	11	-13.93
2010	3	20	12	-13.93
2010	3	20	13	-13.93
2010	3	20	14	-13.93
2010	3	20	15	-13.93
2010	3	20	16	-13.93
2010	3	20	17	-13.93
2010	3	20	18	-13.93
2010	3	20	19	-13.93
2010	3	20	20	-13.93
2010	3	20	21	-13.93
2010	3	20	22	-13.93
2010	3	20	23	-13.93
2010	3	21	0	-4.945
2010	3	21	1	-4.945
2010	3	21	2	-4.945
2010	3	21	3	-4.945
2010	3	21	4	-4.945
2010	3	21	5	-4.945
2010	3	21	6	-4.945
2010	3	21	7	-4.945
2010	3	21	8	-4.945
2010	3	21	9	-4.945
2010	3	21	10	-4.945
2010	3	21	11	-4.945
2010	3	21	12	-4.945
2010	3	21	13	-4.945
2010	3	21	14	-4.945
2010	3	21	15	-4.945
2010	3	21	16	-4.945
2010	3	21	17	-4.945
2010	3	21	18	-4.945
2010	3	21	19	-4.945
2010	3	21	20	-4.945
2010	3	21	21	-4.945
2010	3	21	22	-4.945
2010	3	21	23	-4.945
2010	3	22	0	-7.105
2010	3	22	1	-7.105
2010	3	22	2	-7.105
2010	3	22	3	-7.105
2010	3	22	4	-7.105
2010	3	22	5	-7.105
2010	3	22	6	-7.105
2010	3	22	7	-7.105
2010	3	22	8	-7.105
2010	3	22	9	-7.105
2010	3	22	10	-7.105
2010	3	22	11	-7.105
2010	3	22	12	-7.105
2010	3	22	13	-7.105
2010	3	22	14	-7.105
2010	3	22	15	-7.105
2010	3	22	16	-7.105
2010	3	22	17	-7.105
2010	3	22	18	-7.105
2010	3	22	19	-7.105
2010	3	22	20	-7.105
2010	3	22	21	-7.105
2010	3	22	22	-7.105
2010	3	22	23	-7.105
2010	3	23	0	-9.65
2010	3	23	1	-9.65
2010	3	23	2	-9.65
2010	3	23	3	-9.65
2010	3	23	4	-9.65
2010	3	23	5	-9.65
2010	3	23	6	-9.65
2010	3	23	7	-9.65
2010	3	23	8	-9.65
2010	3	23	9	-9.65
2010	3	23	10	-9.65
2010	3	23	11	-9.65
2010	3	23	12	-9.65
2010	3	23	13	-9.65
2010	3	23	14	-9.65
2010	3	23	15	-9.65
2010	3	23	16	-9.65
2010	3	23	17	-9.65
2010	3	23	18	-9.65
2010	3	23	19	-9.65
2010	3	23	20	-9.65
2010	3	23	21	-9.65
2010	3	23	22	-9.65
2010	3	23	23	-9.65
2010	3	24	0	-9.445
2010	3	24	1	-9.445
2010	3	24	2	-9.445
2010	3	24	3	-9.445
2010	3	24	4	-9.445
2010	3	24	5	-9.445
2010	3	24	6	-9.445
2010	3	24	7	-9.445
2010	3	24	8	-9.445
2010	3	24	9	-9.445
2010	3	24	10	-9.445
2010	3	24	11	-9.445
2010	3	24	12	-9.445
2010	3	24	13	-9.445
2010	3	24	14	-9.445
2010	3	24	15	-9.445
2010	3	24	16	-9.445
2010	3	24	17	-9.445
2010	3	24	18	-9.445
2010	3	24	19	-9.445
2010	3	24	20	-9.445
2010	3	24	21	-9.445
2010	3	24	22	-9.445
2010	3	24	23	-9.445
2010	3	25	0	-6.35
2010	3	25	1	-6.35
2010	3	25	2	-6.35
2010	3	25	3	-6.35
2010	3	25	4	-6.35
2010	3	25	5	-6.35
2010	3	25	6	-6.35
2010	3	25	7	-6.35
2010	3	25	8	-6.35
2010	3	25	9	-6.35
2010	3	25	10	-6.35
2010	3	25	11	-6.35
2010	3	25	12	-6.35
2010	3	25	13	-6.35
2010	3	25	14	-6.35
2010	3	25	15	-6.35
2010	3	25	16	-6.35
2010	3	25	17	-6.35
2010	3	25	18	-6.35
2010	3	25	19	-6.35
2010	3	25	20	-6.35
2010	3	25	21	-6.35
2010	3	25	22	-6.35
2010	3	25	23	-6.35
2010	3	26	0	-9.485
2010	3	26	1	-9.485
2010	3	26	2	-9.485
2010	3	26	3	-9.485
2010	3	26	4	-9.485
2010	3	26	5	-9.485
2010	3	26	6	-9.485
2010	3	26	7	-9.485
2010	3	26	8	-9.485
2010	3	26	9	-9.485
2010	3	26	10	-9.485
2010	3	26	11	-9.485
2010	3	26	12	-9.485
2010	3	26	13	-9.485
2010	3	26	14	-9.485
2010	3	26	15	-9.485
2010	3	26	16	-9.485
2010	3	26	17	-9.485
2010	3	26	18	-9.485
2010	3	26	19	-9.485
2010	3	26	20	-9.485
2010	3	26	21	-9.485
2010	3	26	22	-9.485
2010	3	26	23	-9.485
2010	3	27	0	-9.315
2010	3	27	1	-9.315
2010	3	27	2	-9.315
2010	3	27	3	-9.315
2010	3	27	4	-9.315
2010	3	27	5	-9.315
2010	3	27	6	-9.315
2010	3	27	7	-9.315
2010	3	27	8	-9.315
2010	3	27	9	-9.315
2010	3	27	10	-9.315
2010	3	27	11	-9.315
2010	3	27	12	-9.315
2010	3	27	13	-9.315
2010	3	27	14	-9.315
2010	3	27	15	-9.315
2010	3	27	16	-9.315
2010	3	27	17	-9.315
2010	3	27	18	-9.315
2010	3	27	19	-9.315
2010	3	27	20	-9.315
2010	3	27	21	-9.315
2010	3	27	22	-9.315
2010	3	27	23	-9.315
2010	3	28	0	-9.735
2010	3	28	1	-9.735
2010	3	28	2	-9.735
2010	3	28	3	-9.735
2010	3	28	4	-9.735
2010	3	28	5	-9.735
2010	3	28	6	-9.735
2010	3	28	7	-9.735
2010	3	28	8	-9.735
2010	3	28	9	-9.735
2010	3	28	10	-9.735
2010	3	28	11	-9.735
2010	3	28	12	-9.735
2010	3	28	13	-9.735
2010	3	28	14	-9.735
2010	3	28	15	-9.735
2010	3	28	16	-9.735
2010	3	28	17	-9.735
2010	3	28	18	-9.735
2010	3	28	19	-9.735
2010	3	28	20	-9.735
2010	3	28	21	-9.735
2010	3	28	22	-9.735
2010	3	28	23	-9.735
2010	3	29	0	-0.465
2010	3	29	1	-0.465
2010	3	29	2	-0.465
2010	3	29	3	-0.465
2010	3	29	4	-0.465
2010	3	29	5	-0.465
2010	3	29	6	-0.465
2010	3	29	7	-0.465
2010	3	29	8	-0.465
2010	3	29	9	-0.465
2010	3	29	10	-0.465
2010	3	29	11	-0.465
2010	3	29	12	-0.465
2010	3	29	13	-0.465
2010	3	29	14	-0.465
2010	3	29	15	-0.465
2010	3	29	16	-0.465
2010	3	29	17	-0.465
2010	3	29	18	-0.465
2010	3	29	19	-0.465
2010	3	29	20	-0.465
2010	3	29	21	-0.465
2010	3	29	22	-0.465
2010	3	29	23	-0.465
2010	3	30	0	-7.815
2010	3	30	1	-7.815
2010	3	30	2	-7.815
2010	3	30	3	-7.815
2010	3	30	4	-7.815
2010	3	30	5	-7.815
2010	3	30	6	-7.815
2010	3	30	7	-7.815
2010	3	30	8	-7.815
2010	3	30	9	-7.815
2010	3	30	10	-7.815
2010	3	30	11	-7.815
2010	3	30	12	-7.815
2010	3	30	13	-7.815
2010	3	30	14	-7.815
2010	3	30	15	-7.815
2010	3	30	16	-7.815
2010	3	30	17	-7.815
2010	3	30	18	-7.815
2010	3	30	19	-7.815
2010	3	30	20	-7.815
2010	3	30	21	-7.815
2010	3	30	22	-7.815
2010	3	30	23	-7.815
2010	3	31	0	-9.055
2010	3	31	1	-9.055
2010	3	31	2	-9.055
2010	3	31	3	-9.055
2010	3	31	4	-9.055
2010	3	31	5	-9.055
2010	3	31	6	-9.055
2010	3	31	7	-9.055
2010	3	31	8	-9.055
2010	3	31	9	-9.055
2010	3	31	10	-9.055
2010	3	31	11	-9.055
2010	3	31	12	-9.055
2010	3	31	13	-9.055
2010	3	31	14	-9.055
2010	3	31	15	-9.055
2010	3	31	16	-9.055
2010	3	31	17	-9.055
2010	3	31	18	-9.055
2010	3	31	19	-9.055
2010	3	31	20	-9.055
2010	3	31	21	-9.055
2010	3	31	22	-9.055
2010	3	31	23	-9.055
2010	4	1	0	-10.45
2010	4	1	1	-10.45
2010	4	1	2	-10.45
2010	4	1	3	-10.45
2010	4	1	4	-10.45
2010	4	1	5	-10.45
2010	4	1	6	-10.45
2010	4	1	7	-10.45
2010	4	1	8	-10.45
2010	4	1	9	-10.45
2010	4	1	10	-10.45
2010	4	1	11	-10.45
2010	4	1	12	-10.45
2010	4	1	13	-10.45
2010	4	1	14	-10.45
2010	4	1	15	-10.45
2010	4	1	16	-10.45
2010	4	1	17	-10.45
2010	4	1	18	-10.45
2010	4	1	19	-10.45
2010	4	1	20	-10.45
2010	4	1	21	-10.45
2010	4	1	22	-10.45
2010	4	1	23	-10.45
2010	4	2	0	-10.75
2010	4	2	1	-10.75
2010	4	2	2	-10.75
2010	4	2	3	-10.75
2010	4	2	4	-10.75
2010	4	2	5	-10.75
2010	4	2	6	-10.75
2010	4	2	7	-10.75
2010	4	2	8	-10.75
2010	4	2	9	-10.75
2010	4	2	10	-10.75
2010	4	2	11	-10.75
2010	4	2	12	-10.75
2010	4	2	13	-10.75
2010	4	2	14	-10.75
2010	4	2	15	-10.75
2010	4	2	16	-10.75
2010	4	2	17	-10.75
2010	4	2	18	-10.75
2010	4	2	19	-10.75
2010	4	2	20	-10.75
2010	4	2	21	-10.75
2010	4	2	22	-10.75
2010	4	2	23	-10.75
2010	4	3	0	-11.48
2010	4	3	1	-11.48
2010	4	3	2	-11.48
2010	4	3	3	-11.48
2010	4	3	4	-11.48
2010	4	3	5	-11.48
2010	4	3	6	-11.48
2010	4	3	7	-11.48
2010	4	3	8	-11.48
2010	4	3	9	-11.48
2010	4	3	10	-11.48
2010	4	3	11	-11.48
2010	4	3	12	-11.48
2010	4	3	13	-11.48
2010	4	3	14	-11.48
2010	4	3	15	-11.48
2010	4	3	16	-11.48
2010	4	3	17	-11.48
2010	4	3	18	-11.48
2010	4	3	19	-11.48
2010	4	3	20	-11.48
2010	4	3	21	-11.48
2010	4	3	22	-11.48
2010	4	3	23	-11.48
2010	4	4	0	-13.46
2010	4	4	1	-13.46
2010	4	4	2	-13.46
2010	4	4	3	-13.46
2010	4	4	4	-13.46
2010	4	4	5	-13.46
2010	4	4	6	-13.46
2010	4	4	7	-13.46
2010	4	4	8	-13.46
2010	4	4	9	-13.46
2010	4	4	10	-13.46
2010	4	4	11	-13.46
2010	4	4	12	-13.46
2010	4	4	13	-13.46
2010	4	4	14	-13.46
2010	4	4	15	-13.46
2010	4	4	16	-13.46
2010	4	4	17	-13.46
2010	4	4	18	-13.46
2010	4	4	19	-13.46
2010	4	4	20	-13.46
2010	4	4	21	-13.46
2010	4	4	22	-13.46
2010	4	4	23	-13.46
2010	4	5	0	-8.925
2010	4	5	1	-8.925
2010	4	5	2	-8.925
2010	4	5	3	-8.925
2010	4	5	4	-8.925
2010	4	5	5	-8.925
2010	4	5	6	-8.925
2010	4	5	7	-8.925
2010	4	5	8	-8.925
2010	4	5	9	-8.925
2010	4	5	10	-8.925
2010	4	5	11	-8.925
2010	4	5	12	-8.925
2010	4	5	13	-8.925
2010	4	5	14	-8.925
2010	4	5	15	-8.925
2010	4	5	16	-8.925
2010	4	5	17	-8.925
2010	4	5	18	-8.925
2010	4	5	19	-8.925
2010	4	5	20	-8.925
2010	4	5	21	-8.925
2010	4	5	22	-8.925
2010	4	5	23	-8.925
2010	4	6	0	-10.105
2010	4	6	1	-10.105
2010	4	6	2	-10.105
2010	4	6	3	-10.105
2010	4	6	4	-10.105
2010	4	6	5	-10.105
2010	4	6	6	-10.105
2010	4	6	7	-10.105
2010	4	6	8	-10.105
2010	4	6	9	-10.105
2010	4	6	10	-10.105
2010	4	6	11	-10.105
2010	4	6	12	-10.105
2010	4	6	13	-10.105
2010	4	6	14	-10.105
2010	4	6	15	-10.105
2010	4	6	16	-10.105
2010	4	6	17	-10.105
2010	4	6	18	-10.105
2010	4	6	19	-10.105
2010	4	6	20	-10.105
2010	4	6	21	-10.105
2010	4	6	22	-10.105
2010	4	6	23	-10.105
2010	4	7	0	-11.675
2010	4	7	1	-11.675
2010	4	7	2	-11.675
2010	4	7	3	-11.675
2010	4	7	4	-11.675
2010	4	7	5	-11.675
2010	4	7	6	-11.675
2010	4	7	7	-11.675
2010	4	7	8	-11.675
2010	4	7	9	-11.675
2010	4	7	10	-11.675
2010	4	7	11	-11.675
2010	4	7	12	-11.675
2010	4	7	13	-11.675
2010	4	7	14	-11.675
2010	4	7	15	-11.675
2010	4	7	16	-11.675
2010	4	7	17	-11.675
2010	4	7	18	-11.675
2010	4	7	19	-11.675
2010	4	7	20	-11.675
2010	4	7	21	-11.675
2010	4	7	22	-11.675
2010	4	7	23	-11.675
2010	4	8	0	-8.02
2010	4	8	1	-8.02
2010	4	8	2	-8.02
2010	4	8	3	-8.02
2010	4	8	4	-8.02
2010	4	8	5	-8.02
2010	4	8	6	-8.02
2010	4	8	7	-8.02
2010	4	8	8	-8.02
2010	4	8	9	-8.02
2010	4	8	10	-8.02
2010	4	8	11	-8.02
2010	4	8	12	-8.02
2010	4	8	13	-8.02
2010	4	8	14	-8.02
2010	4	8	15	-8.02
2010	4	8	16	-8.02
2010	4	8	17	-8.02
2010	4	8	18	-8.02
2010	4	8	19	-8.02
2010	4	8	20	-8.02
2010	4	8	21	-8.02
2010	4	8	22	-8.02
2010	4	8	23	-8.02
2010	4	9	0	-9.14
2010	4	9	1	-9.14
2010	4	9	2	-9.14
2010	4	9	3	-9.14
2010	4	9	4	-9.14
2010	4	9	5	-9.14
2010	4	9	6	-9.14
2010	4	9	7	-9.14
2010	4	9	8	-9.14
2010	4	9	9	-9.14
