Year	Month	Day	Hour	Tamax ( C )
2010	1	31	12	-5.61
2010	1	31	13	-5.61
2010	1	31	14	-5.61
2010	1	31	15	-5.61
2010	1	31	16	-5.61
2010	1	31	17	-5.61
2010	1	31	18	-5.61
2010	1	31	19	-5.61
2010	1	31	20	-5.61
2010	1	31	21	-5.61
2010	1	31	22	-5.61
2010	1	31	23	-5.61
2010	2	1	0	-5.42
2010	2	1	1	-5.42
2010	2	1	2	-5.42
2010	2	1	3	-5.42
2010	2	1	4	-5.42
2010	2	1	5	-5.42
2010	2	1	6	-5.42
2010	2	1	7	-5.42
2010	2	1	8	-5.42
2010	2	1	9	-5.42
2010	2	1	10	-5.42
2010	2	1	11	-5.42
2010	2	1	12	-5.42
2010	2	1	13	-5.42
2010	2	1	14	-5.42
2010	2	1	15	-5.42
2010	2	1	16	-5.42
2010	2	1	17	-5.42
2010	2	1	18	-5.42
2010	2	1	19	-5.42
2010	2	1	20	-5.42
2010	2	1	21	-5.42
2010	2	1	22	-5.42
2010	2	1	23	-5.42
2010	2	2	0	-0.125
2010	2	2	1	-0.125
2010	2	2	2	-0.125
2010	2	2	3	-0.125
2010	2	2	4	-0.125
2010	2	2	5	-0.125
2010	2	2	6	-0.125
2010	2	2	7	-0.125
2010	2	2	8	-0.125
2010	2	2	9	-0.125
2010	2	2	10	-0.125
2010	2	2	11	-0.125
2010	2	2	12	-0.125
2010	2	2	13	-0.125
2010	2	2	14	-0.125
2010	2	2	15	-0.125
2010	2	2	16	-0.125
2010	2	2	17	-0.125
2010	2	2	18	-0.125
2010	2	2	19	-0.125
2010	2	2	20	-0.125
2010	2	2	21	-0.125
2010	2	2	22	-0.125
2010	2	2	23	-0.125
2010	2	3	0	-1.065
2010	2	3	1	-1.065
2010	2	3	2	-1.065
2010	2	3	3	-1.065
2010	2	3	4	-1.065
2010	2	3	5	-1.065
2010	2	3	6	-1.065
2010	2	3	7	-1.065
2010	2	3	8	-1.065
2010	2	3	9	-1.065
2010	2	3	10	-1.065
2010	2	3	11	-1.065
2010	2	3	12	-1.065
2010	2	3	13	-1.065
2010	2	3	14	-1.065
2010	2	3	15	-1.065
2010	2	3	16	-1.065
2010	2	3	17	-1.065
2010	2	3	18	-1.065
2010	2	3	19	-1.065
2010	2	3	20	-1.065
2010	2	3	21	-1.065
2010	2	3	22	-1.065
2010	2	3	23	-1.065
2010	2	4	0	-4.445
2010	2	4	1	-4.445
2010	2	4	2	-4.445
2010	2	4	3	-4.445
2010	2	4	4	-4.445
2010	2	4	5	-4.445
2010	2	4	6	-4.445
2010	2	4	7	-4.445
2010	2	4	8	-4.445
2010	2	4	9	-4.445
2010	2	4	10	-4.445
2010	2	4	11	-4.445
2010	2	4	12	-4.445
2010	2	4	13	-4.445
2010	2	4	14	-4.445
2010	2	4	15	-4.445
2010	2	4	16	-4.445
2010	2	4	17	-4.445
2010	2	4	18	-4.445
2010	2	4	19	-4.445
2010	2	4	20	-4.445
2010	2	4	21	-4.445
2010	2	4	22	-4.445
2010	2	4	23	-4.445
2010	2	5	0	-3.695
2010	2	5	1	-3.695
2010	2	5	2	-3.695
2010	2	5	3	-3.695
2010	2	5	4	-3.695
2010	2	5	5	-3.695
2010	2	5	6	-3.695
2010	2	5	7	-3.695
2010	2	5	8	-3.695
2010	2	5	9	-3.695
2010	2	5	10	-3.695
2010	2	5	11	-3.695
2010	2	5	12	-3.695
2010	2	5	13	-3.695
2010	2	5	14	-3.695
2010	2	5	15	-3.695
2010	2	5	16	-3.695
2010	2	5	17	-3.695
2010	2	5	18	-3.695
2010	2	5	19	-3.695
2010	2	5	20	-3.695
2010	2	5	21	-3.695
2010	2	5	22	-3.695
2010	2	5	23	-3.695
2010	2	6	0	-1.985
2010	2	6	1	-1.985
2010	2	6	2	-1.985
2010	2	6	3	-1.985
2010	2	6	4	-1.985
2010	2	6	5	-1.985
2010	2	6	6	-1.985
2010	2	6	7	-1.985
2010	2	6	8	-1.985
2010	2	6	9	-1.985
2010	2	6	10	-1.985
2010	2	6	11	-1.985
2010	2	6	12	-1.985
2010	2	6	13	-1.985
2010	2	6	14	-1.985
2010	2	6	15	-1.985
2010	2	6	16	-1.985
2010	2	6	17	-1.985
2010	2	6	18	-1.985
2010	2	6	19	-1.985
2010	2	6	20	-1.985
2010	2	6	21	-1.985
2010	2	6	22	-1.985
2010	2	6	23	-1.985
2010	2	7	0	-6.465
2010	2	7	1	-6.465
2010	2	7	2	-6.465
2010	2	7	3	-6.465
2010	2	7	4	-6.465
2010	2	7	5	-6.465
2010	2	7	6	-6.465
2010	2	7	7	-6.465
2010	2	7	8	-6.465
2010	2	7	9	-6.465
2010	2	7	10	-6.465
2010	2	7	11	-6.465
2010	2	7	12	-6.465
2010	2	7	13	-6.465
2010	2	7	14	-6.465
2010	2	7	15	-6.465
2010	2	7	16	-6.465
2010	2	7	17	-6.465
2010	2	7	18	-6.465
2010	2	7	19	-6.465
2010	2	7	20	-6.465
2010	2	7	21	-6.465
2010	2	7	22	-6.465
2010	2	7	23	-6.465
2010	2	8	0	-4.725
2010	2	8	1	-4.725
2010	2	8	2	-4.725
2010	2	8	3	-4.725
2010	2	8	4	-4.725
2010	2	8	5	-4.725
2010	2	8	6	-4.725
2010	2	8	7	-4.725
2010	2	8	8	-4.725
2010	2	8	9	-4.725
2010	2	8	10	-4.725
2010	2	8	11	-4.725
2010	2	8	12	-4.725
2010	2	8	13	-4.725
2010	2	8	14	-4.725
2010	2	8	15	-4.725
2010	2	8	16	-4.725
2010	2	8	17	-4.725
2010	2	8	18	-4.725
2010	2	8	19	-4.725
2010	2	8	20	-4.725
2010	2	8	21	-4.725
2010	2	8	22	-4.725
2010	2	8	23	-4.725
2010	2	9	0	-6.635
2010	2	9	1	-6.635
2010	2	9	2	-6.635
2010	2	9	3	-6.635
2010	2	9	4	-6.635
2010	2	9	5	-6.635
2010	2	9	6	-6.635
2010	2	9	7	-6.635
2010	2	9	8	-6.635
2010	2	9	9	-6.635
2010	2	9	10	-6.635
2010	2	9	11	-6.635
2010	2	9	12	-6.635
2010	2	9	13	-6.635
2010	2	9	14	-6.635
2010	2	9	15	-6.635
2010	2	9	16	-6.635
2010	2	9	17	-6.635
2010	2	9	18	-6.635
2010	2	9	19	-6.635
2010	2	9	20	-6.635
2010	2	9	21	-6.635
2010	2	9	22	-6.635
2010	2	9	23	-6.635
2010	2	10	0	-6.72
2010	2	10	1	-6.72
2010	2	10	2	-6.72
2010	2	10	3	-6.72
2010	2	10	4	-6.72
2010	2	10	5	-6.72
2010	2	10	6	-6.72
2010	2	10	7	-6.72
2010	2	10	8	-6.72
2010	2	10	9	-6.72
2010	2	10	10	-6.72
2010	2	10	11	-6.72
2010	2	10	12	-6.72
2010	2	10	13	-6.72
2010	2	10	14	-6.72
2010	2	10	15	-6.72
2010	2	10	16	-6.72
2010	2	10	17	-6.72
2010	2	10	18	-6.72
2010	2	10	19	-6.72
2010	2	10	20	-6.72
2010	2	10	21	-6.72
2010	2	10	22	-6.72
2010	2	10	23	-6.72
2010	2	11	0	-6.745
2010	2	11	1	-6.745
2010	2	11	2	-6.745
2010	2	11	3	-6.745
2010	2	11	4	-6.745
2010	2	11	5	-6.745
2010	2	11	6	-6.745
2010	2	11	7	-6.745
2010	2	11	8	-6.745
2010	2	11	9	-6.745
2010	2	11	10	-6.745
2010	2	11	11	-6.745
2010	2	11	12	-6.745
2010	2	11	13	-6.745
2010	2	11	14	-6.745
2010	2	11	15	-6.745
2010	2	11	16	-6.745
2010	2	11	17	-6.745
2010	2	11	18	-6.745
2010	2	11	19	-6.745
2010	2	11	20	-6.745
2010	2	11	21	-6.745
2010	2	11	22	-6.745
2010	2	11	23	-6.745
2010	2	12	0	-4.855
2010	2	12	1	-4.855
2010	2	12	2	-4.855
2010	2	12	3	-4.855
2010	2	12	4	-4.855
2010	2	12	5	-4.855
2010	2	12	6	-4.855
2010	2	12	7	-4.855
2010	2	12	8	-4.855
2010	2	12	9	-4.855
2010	2	12	10	-4.855
2010	2	12	11	-4.855
2010	2	12	12	-4.855
2010	2	12	13	-4.855
2010	2	12	14	-4.855
2010	2	12	15	-4.855
2010	2	12	16	-4.855
2010	2	12	17	-4.855
2010	2	12	18	-4.855
2010	2	12	19	-4.855
2010	2	12	20	-4.855
2010	2	12	21	-4.855
2010	2	12	22	-4.855
2010	2	12	23	-4.855
2010	2	13	0	-4.535
2010	2	13	1	-4.535
2010	2	13	2	-4.535
2010	2	13	3	-4.535
2010	2	13	4	-4.535
2010	2	13	5	-4.535
2010	2	13	6	-4.535
2010	2	13	7	-4.535
2010	2	13	8	-4.535
2010	2	13	9	-4.535
2010	2	13	10	-4.535
2010	2	13	11	-4.535
2010	2	13	12	-4.535
2010	2	13	13	-4.535
2010	2	13	14	-4.535
2010	2	13	15	-4.535
2010	2	13	16	-4.535
2010	2	13	17	-4.535
2010	2	13	18	-4.535
2010	2	13	19	-4.535
2010	2	13	20	-4.535
2010	2	13	21	-4.535
2010	2	13	22	-4.535
2010	2	13	23	-4.535
2010	2	14	0	0.25
2010	2	14	1	0.25
2010	2	14	2	0.25
2010	2	14	3	0.25
2010	2	14	4	0.25
2010	2	14	5	0.25
2010	2	14	6	0.25
2010	2	14	7	0.25
2010	2	14	8	0.25
2010	2	14	9	0.25
2010	2	14	10	0.25
2010	2	14	11	0.25
2010	2	14	12	0.25
2010	2	14	13	0.25
2010	2	14	14	0.25
2010	2	14	15	0.25
2010	2	14	16	0.25
2010	2	14	17	0.25
2010	2	14	18	0.25
2010	2	14	19	0.25
2010	2	14	20	0.25
2010	2	14	21	0.25
2010	2	14	22	0.25
2010	2	14	23	0.25
2010	2	15	0	-2.43
2010	2	15	1	-2.43
2010	2	15	2	-2.43
2010	2	15	3	-2.43
2010	2	15	4	-2.43
2010	2	15	5	-2.43
2010	2	15	6	-2.43
2010	2	15	7	-2.43
2010	2	15	8	-2.43
2010	2	15	9	-2.43
2010	2	15	10	-2.43
2010	2	15	11	-2.43
2010	2	15	12	-2.43
2010	2	15	13	-2.43
2010	2	15	14	-2.43
2010	2	15	15	-2.43
2010	2	15	16	-2.43
2010	2	15	17	-2.43
2010	2	15	18	-2.43
2010	2	15	19	-2.43
2010	2	15	20	-2.43
2010	2	15	21	-2.43
2010	2	15	22	-2.43
2010	2	15	23	-2.43
2010	2	16	0	-0.44
2010	2	16	1	-0.44
2010	2	16	2	-0.44
2010	2	16	3	-0.44
2010	2	16	4	-0.44
2010	2	16	5	-0.44
2010	2	16	6	-0.44
2010	2	16	7	-0.44
2010	2	16	8	-0.44
2010	2	16	9	-0.44
2010	2	16	10	-0.44
2010	2	16	11	-0.44
2010	2	16	12	-0.44
2010	2	16	13	-0.44
2010	2	16	14	-0.44
2010	2	16	15	-0.44
2010	2	16	16	-0.44
2010	2	16	17	-0.44
2010	2	16	18	-0.44
2010	2	16	19	-0.44
2010	2	16	20	-0.44
2010	2	16	21	-0.44
2010	2	16	22	-0.44
2010	2	16	23	-0.44
2010	2	17	0	-4.29
2010	2	17	1	-4.29
2010	2	17	2	-4.29
2010	2	17	3	-4.29
2010	2	17	4	-4.29
2010	2	17	5	-4.29
2010	2	17	6	-4.29
2010	2	17	7	-4.29
2010	2	17	8	-4.29
2010	2	17	9	-4.29
2010	2	17	10	-4.29
2010	2	17	11	-4.29
2010	2	17	12	-4.29
2010	2	17	13	-4.29
2010	2	17	14	-4.29
2010	2	17	15	-4.29
2010	2	17	16	-4.29
2010	2	17	17	-4.29
2010	2	17	18	-4.29
2010	2	17	19	-4.29
2010	2	17	20	-4.29
2010	2	17	21	-4.29
2010	2	17	22	-4.29
2010	2	17	23	-4.29
2010	2	18	0	-4.425
2010	2	18	1	-4.425
2010	2	18	2	-4.425
2010	2	18	3	-4.425
2010	2	18	4	-4.425
2010	2	18	5	-4.425
2010	2	18	6	-4.425
2010	2	18	7	-4.425
2010	2	18	8	-4.425
2010	2	18	9	-4.425
2010	2	18	10	-4.425
2010	2	18	11	-4.425
2010	2	18	12	-4.425
2010	2	18	13	-4.425
2010	2	18	14	-4.425
2010	2	18	15	-4.425
2010	2	18	16	-4.425
2010	2	18	17	-4.425
2010	2	18	18	-4.425
2010	2	18	19	-4.425
2010	2	18	20	-4.425
2010	2	18	21	-4.425
2010	2	18	22	-4.425
2010	2	18	23	-4.425
2010	2	19	0	-6.22
2010	2	19	1	-6.22
2010	2	19	2	-6.22
2010	2	19	3	-6.22
2010	2	19	4	-6.22
2010	2	19	5	-6.22
2010	2	19	6	-6.22
2010	2	19	7	-6.22
2010	2	19	8	-6.22
2010	2	19	9	-6.22
2010	2	19	10	-6.22
2010	2	19	11	-6.22
2010	2	19	12	-6.22
2010	2	19	13	-6.22
2010	2	19	14	-6.22
2010	2	19	15	-6.22
2010	2	19	16	-6.22
2010	2	19	17	-6.22
2010	2	19	18	-6.22
2010	2	19	19	-6.22
2010	2	19	20	-6.22
2010	2	19	21	-6.22
2010	2	19	22	-6.22
2010	2	19	23	-6.22
2010	2	20	0	-8.66
2010	2	20	1	-8.66
2010	2	20	2	-8.66
2010	2	20	3	-8.66
2010	2	20	4	-8.66
2010	2	20	5	-8.66
2010	2	20	6	-8.66
2010	2	20	7	-8.66
2010	2	20	8	-8.66
2010	2	20	9	-8.66
2010	2	20	10	-8.66
2010	2	20	11	-8.66
2010	2	20	12	-8.66
2010	2	20	13	-8.66
2010	2	20	14	-8.66
2010	2	20	15	-8.66
2010	2	20	16	-8.66
2010	2	20	17	-8.66
2010	2	20	18	-8.66
2010	2	20	19	-8.66
2010	2	20	20	-8.66
2010	2	20	21	-8.66
2010	2	20	22	-8.66
2010	2	20	23	-8.66
2010	2	21	0	-11.335
2010	2	21	1	-11.335
2010	2	21	2	-11.335
2010	2	21	3	-11.335
2010	2	21	4	-11.335
2010	2	21	5	-11.335
2010	2	21	6	-11.335
2010	2	21	7	-11.335
2010	2	21	8	-11.335
2010	2	21	9	-11.335
2010	2	21	10	-11.335
2010	2	21	11	-11.335
2010	2	21	12	-11.335
2010	2	21	13	-11.335
2010	2	21	14	-11.335
2010	2	21	15	-11.335
2010	2	21	16	-11.335
2010	2	21	17	-11.335
2010	2	21	18	-11.335
2010	2	21	19	-11.335
2010	2	21	20	-11.335
2010	2	21	21	-11.335
2010	2	21	22	-11.335
2010	2	21	23	-11.335
2010	2	22	0	-8.905
2010	2	22	1	-8.905
2010	2	22	2	-8.905
2010	2	22	3	-8.905
2010	2	22	4	-8.905
2010	2	22	5	-8.905
2010	2	22	6	-8.905
2010	2	22	7	-8.905
2010	2	22	8	-8.905
2010	2	22	9	-8.905
2010	2	22	10	-8.905
2010	2	22	11	-8.905
2010	2	22	12	-8.905
2010	2	22	13	-8.905
2010	2	22	14	-8.905
2010	2	22	15	-8.905
2010	2	22	16	-8.905
2010	2	22	17	-8.905
2010	2	22	18	-8.905
2010	2	22	19	-8.905
2010	2	22	20	-8.905
2010	2	22	21	-8.905
2010	2	22	22	-8.905
2010	2	22	23	-8.905
2010	2	23	0	-3.92
2010	2	23	1	-3.92
2010	2	23	2	-3.92
2010	2	23	3	-3.92
2010	2	23	4	-3.92
2010	2	23	5	-3.92
2010	2	23	6	-3.92
2010	2	23	7	-3.92
2010	2	23	8	-3.92
2010	2	23	9	-3.92
2010	2	23	10	-3.92
2010	2	23	11	-3.92
2010	2	23	12	-3.92
2010	2	23	13	-3.92
2010	2	23	14	-3.92
2010	2	23	15	-3.92
2010	2	23	16	-3.92
2010	2	23	17	-3.92
2010	2	23	18	-3.92
2010	2	23	19	-3.92
2010	2	23	20	-3.92
2010	2	23	21	-3.92
2010	2	23	22	-3.92
2010	2	23	23	-3.92
2010	2	24	0	-4.36
2010	2	24	1	-4.36
2010	2	24	2	-4.36
2010	2	24	3	-4.36
2010	2	24	4	-4.36
2010	2	24	5	-4.36
2010	2	24	6	-4.36
2010	2	24	7	-4.36
2010	2	24	8	-4.36
2010	2	24	9	-4.36
2010	2	24	10	-4.36
2010	2	24	11	-4.36
2010	2	24	12	-4.36
2010	2	24	13	-4.36
2010	2	24	14	-4.36
2010	2	24	15	-4.36
2010	2	24	16	-4.36
2010	2	24	17	-4.36
2010	2	24	18	-4.36
2010	2	24	19	-4.36
2010	2	24	20	-4.36
2010	2	24	21	-4.36
2010	2	24	22	-4.36
2010	2	24	23	-4.36
2010	2	25	0	-5.32
2010	2	25	1	-5.32
2010	2	25	2	-5.32
2010	2	25	3	-5.32
2010	2	25	4	-5.32
2010	2	25	5	-5.32
2010	2	25	6	-5.32
2010	2	25	7	-5.32
2010	2	25	8	-5.32
2010	2	25	9	-5.32
2010	2	25	10	-5.32
2010	2	25	11	-5.32
2010	2	25	12	-5.32
2010	2	25	13	-5.32
2010	2	25	14	-5.32
2010	2	25	15	-5.32
2010	2	25	16	-5.32
2010	2	25	17	-5.32
2010	2	25	18	-5.32
2010	2	25	19	-5.32
2010	2	25	20	-5.32
2010	2	25	21	-5.32
2010	2	25	22	-5.32
2010	2	25	23	-5.32
2010	2	26	0	-1.255
2010	2	26	1	-1.255
2010	2	26	2	-1.255
2010	2	26	3	-1.255
2010	2	26	4	-1.255
2010	2	26	5	-1.255
2010	2	26	6	-1.255
2010	2	26	7	-1.255
2010	2	26	8	-1.255
2010	2	26	9	-1.255
2010	2	26	10	-1.255
2010	2	26	11	-1.255
2010	2	26	12	-1.255
2010	2	26	13	-1.255
2010	2	26	14	-1.255
2010	2	26	15	-1.255
2010	2	26	16	-1.255
2010	2	26	17	-1.255
2010	2	26	18	-1.255
2010	2	26	19	-1.255
2010	2	26	20	-1.255
2010	2	26	21	-1.255
2010	2	26	22	-1.255
2010	2	26	23	-1.255
2010	2	27	0	2.645
2010	2	27	1	2.645
2010	2	27	2	2.645
2010	2	27	3	2.645
2010	2	27	4	2.645
2010	2	27	5	2.645
2010	2	27	6	2.645
2010	2	27	7	2.645
2010	2	27	8	2.645
2010	2	27	9	2.645
2010	2	27	10	2.645
2010	2	27	11	2.645
2010	2	27	12	2.645
2010	2	27	13	2.645
2010	2	27	14	2.645
2010	2	27	15	2.645
2010	2	27	16	2.645
2010	2	27	17	2.645
2010	2	27	18	2.645
2010	2	27	19	2.645
2010	2	27	20	2.645
2010	2	27	21	2.645
2010	2	27	22	2.645
2010	2	27	23	2.645
2010	2	28	0	0.55
2010	2	28	1	0.55
2010	2	28	2	0.55
2010	2	28	3	0.55
2010	2	28	4	0.55
2010	2	28	5	0.55
2010	2	28	6	0.55
2010	2	28	7	0.55
2010	2	28	8	0.55
2010	2	28	9	0.55
2010	2	28	10	0.55
2010	2	28	11	0.55
2010	2	28	12	0.55
2010	2	28	13	0.55
2010	2	28	14	0.55
2010	2	28	15	0.55
2010	2	28	16	0.55
2010	2	28	17	0.55
2010	2	28	18	0.55
2010	2	28	19	0.55
2010	2	28	20	0.55
2010	2	28	21	0.55
2010	2	28	22	0.55
2010	2	28	23	0.55
2010	3	1	0	1.975
2010	3	1	1	1.975
2010	3	1	2	1.975
2010	3	1	3	1.975
2010	3	1	4	1.975
2010	3	1	5	1.975
2010	3	1	6	1.975
2010	3	1	7	1.975
2010	3	1	8	1.975
2010	3	1	9	1.975
2010	3	1	10	1.975
2010	3	1	11	1.975
2010	3	1	12	1.975
2010	3	1	13	1.975
2010	3	1	14	1.975
2010	3	1	15	1.975
2010	3	1	16	1.975
2010	3	1	17	1.975
2010	3	1	18	1.975
2010	3	1	19	1.975
2010	3	1	20	1.975
2010	3	1	21	1.975
2010	3	1	22	1.975
2010	3	1	23	1.975
2010	3	2	0	3.75
2010	3	2	1	3.75
2010	3	2	2	3.75
2010	3	2	3	3.75
2010	3	2	4	3.75
2010	3	2	5	3.75
2010	3	2	6	3.75
2010	3	2	7	3.75
2010	3	2	8	3.75
2010	3	2	9	3.75
2010	3	2	10	3.75
2010	3	2	11	3.75
2010	3	2	12	3.75
2010	3	2	13	3.75
2010	3	2	14	3.75
2010	3	2	15	3.75
2010	3	2	16	3.75
2010	3	2	17	3.75
2010	3	2	18	3.75
2010	3	2	19	3.75
2010	3	2	20	3.75
2010	3	2	21	3.75
2010	3	2	22	3.75
2010	3	2	23	3.75
2010	3	3	0	1.68
2010	3	3	1	1.68
2010	3	3	2	1.68
2010	3	3	3	1.68
2010	3	3	4	1.68
2010	3	3	5	1.68
2010	3	3	6	1.68
2010	3	3	7	1.68
2010	3	3	8	1.68
2010	3	3	9	1.68
2010	3	3	10	1.68
2010	3	3	11	1.68
2010	3	3	12	1.68
2010	3	3	13	1.68
2010	3	3	14	1.68
2010	3	3	15	1.68
2010	3	3	16	1.68
2010	3	3	17	1.68
2010	3	3	18	1.68
2010	3	3	19	1.68
2010	3	3	20	1.68
2010	3	3	21	1.68
2010	3	3	22	1.68
2010	3	3	23	1.68
2010	3	4	0	0.4
2010	3	4	1	0.4
2010	3	4	2	0.4
2010	3	4	3	0.4
2010	3	4	4	0.4
2010	3	4	5	0.4
2010	3	4	6	0.4
2010	3	4	7	0.4
2010	3	4	8	0.4
2010	3	4	9	0.4
2010	3	4	10	0.4
2010	3	4	11	0.4
2010	3	4	12	0.4
2010	3	4	13	0.4
2010	3	4	14	0.4
2010	3	4	15	0.4
2010	3	4	16	0.4
2010	3	4	17	0.4
2010	3	4	18	0.4
2010	3	4	19	0.4
2010	3	4	20	0.4
2010	3	4	21	0.4
2010	3	4	22	0.4
2010	3	4	23	0.4
2010	3	5	0	-3.565
2010	3	5	1	-3.565
2010	3	5	2	-3.565
2010	3	5	3	-3.565
2010	3	5	4	-3.565
2010	3	5	5	-3.565
2010	3	5	6	-3.565
2010	3	5	7	-3.565
2010	3	5	8	-3.565
2010	3	5	9	-3.565
2010	3	5	10	-3.565
2010	3	5	11	-3.565
2010	3	5	12	-3.565
2010	3	5	13	-3.565
2010	3	5	14	-3.565
2010	3	5	15	-3.565
2010	3	5	16	-3.565
2010	3	5	17	-3.565
2010	3	5	18	-3.565
2010	3	5	19	-3.565
2010	3	5	20	-3.565
2010	3	5	21	-3.565
2010	3	5	22	-3.565
2010	3	5	23	-3.565
2010	3	6	0	0.11
2010	3	6	1	0.11
2010	3	6	2	0.11
2010	3	6	3	0.11
2010	3	6	4	0.11
2010	3	6	5	0.11
2010	3	6	6	0.11
2010	3	6	7	0.11
2010	3	6	8	0.11
2010	3	6	9	0.11
2010	3	6	10	0.11
2010	3	6	11	0.11
2010	3	6	12	0.11
2010	3	6	13	0.11
2010	3	6	14	0.11
2010	3	6	15	0.11
2010	3	6	16	0.11
2010	3	6	17	0.11
2010	3	6	18	0.11
2010	3	6	19	0.11
2010	3	6	20	0.11
2010	3	6	21	0.11
2010	3	6	22	0.11
2010	3	6	23	0.11
2010	3	7	0	-1.22
2010	3	7	1	-1.22
2010	3	7	2	-1.22
2010	3	7	3	-1.22
2010	3	7	4	-1.22
2010	3	7	5	-1.22
2010	3	7	6	-1.22
2010	3	7	7	-1.22
2010	3	7	8	-1.22
2010	3	7	9	-1.22
2010	3	7	10	-1.22
2010	3	7	11	-1.22
2010	3	7	12	-1.22
2010	3	7	13	-1.22
2010	3	7	14	-1.22
2010	3	7	15	-1.22
2010	3	7	16	-1.22
2010	3	7	17	-1.22
2010	3	7	18	-1.22
2010	3	7	19	-1.22
2010	3	7	20	-1.22
2010	3	7	21	-1.22
2010	3	7	22	-1.22
2010	3	7	23	-1.22
2010	3	8	0	-0.39
2010	3	8	1	-0.39
2010	3	8	2	-0.39
2010	3	8	3	-0.39
2010	3	8	4	-0.39
2010	3	8	5	-0.39
2010	3	8	6	-0.39
2010	3	8	7	-0.39
2010	3	8	8	-0.39
2010	3	8	9	-0.39
2010	3	8	10	-0.39
2010	3	8	11	-0.39
2010	3	8	12	-0.39
2010	3	8	13	-0.39
2010	3	8	14	-0.39
2010	3	8	15	-0.39
2010	3	8	16	-0.39
2010	3	8	17	-0.39
2010	3	8	18	-0.39
2010	3	8	19	-0.39
2010	3	8	20	-0.39
2010	3	8	21	-0.39
2010	3	8	22	-0.39
2010	3	8	23	-0.39
2010	3	9	0	-0.425
2010	3	9	1	-0.425
2010	3	9	2	-0.425
2010	3	9	3	-0.425
2010	3	9	4	-0.425
2010	3	9	5	-0.425
2010	3	9	6	-0.425
2010	3	9	7	-0.425
2010	3	9	8	-0.425
2010	3	9	9	-0.425
2010	3	9	10	-0.425
2010	3	9	11	-0.425
2010	3	9	12	-0.425
2010	3	9	13	-0.425
2010	3	9	14	-0.425
2010	3	9	15	-0.425
2010	3	9	16	-0.425
2010	3	9	17	-0.425
2010	3	9	18	-0.425
2010	3	9	19	-0.425
2010	3	9	20	-0.425
2010	3	9	21	-0.425
2010	3	9	22	-0.425
2010	3	9	23	-0.425
2010	3	10	0	-6.125
2010	3	10	1	-6.125
2010	3	10	2	-6.125
2010	3	10	3	-6.125
2010	3	10	4	-6.125
2010	3	10	5	-6.125
2010	3	10	6	-6.125
2010	3	10	7	-6.125
2010	3	10	8	-6.125
2010	3	10	9	-6.125
2010	3	10	10	-6.125
2010	3	10	11	-6.125
2010	3	10	12	-6.125
2010	3	10	13	-6.125
2010	3	10	14	-6.125
2010	3	10	15	-6.125
2010	3	10	16	-6.125
2010	3	10	17	-6.125
2010	3	10	18	-6.125
2010	3	10	19	-6.125
2010	3	10	20	-6.125
2010	3	10	21	-6.125
2010	3	10	22	-6.125
2010	3	10	23	-6.125
2010	3	11	0	-4.855
2010	3	11	1	-4.855
2010	3	11	2	-4.855
2010	3	11	3	-4.855
2010	3	11	4	-4.855
2010	3	11	5	-4.855
2010	3	11	6	-4.855
2010	3	11	7	-4.855
2010	3	11	8	-4.855
2010	3	11	9	-4.855
2010	3	11	10	-4.855
2010	3	11	11	-4.855
2010	3	11	12	-4.855
2010	3	11	13	-4.855
2010	3	11	14	-4.855
2010	3	11	15	-4.855
2010	3	11	16	-4.855
2010	3	11	17	-4.855
2010	3	11	18	-4.855
2010	3	11	19	-4.855
2010	3	11	20	-4.855
2010	3	11	21	-4.855
2010	3	11	22	-4.855
2010	3	11	23	-4.855
2010	3	12	0	1.77
2010	3	12	1	1.77
2010	3	12	2	1.77
2010	3	12	3	1.77
2010	3	12	4	1.77
2010	3	12	5	1.77
2010	3	12	6	1.77
2010	3	12	7	1.77
2010	3	12	8	1.77
2010	3	12	9	1.77
2010	3	12	10	1.77
2010	3	12	11	1.77
2010	3	12	12	1.77
2010	3	12	13	1.77
2010	3	12	14	1.77
2010	3	12	15	1.77
2010	3	12	16	1.77
2010	3	12	17	1.77
2010	3	12	18	1.77
2010	3	12	19	1.77
2010	3	12	20	1.77
2010	3	12	21	1.77
2010	3	12	22	1.77
2010	3	12	23	1.77
2010	3	13	0	-0.49
2010	3	13	1	-0.49
2010	3	13	2	-0.49
2010	3	13	3	-0.49
2010	3	13	4	-0.49
2010	3	13	5	-0.49
2010	3	13	6	-0.49
2010	3	13	7	-0.49
2010	3	13	8	-0.49
2010	3	13	9	-0.49
2010	3	13	10	-0.49
2010	3	13	11	-0.49
2010	3	13	12	-0.49
2010	3	13	13	-0.49
2010	3	13	14	-0.49
2010	3	13	15	-0.49
2010	3	13	16	-0.49
2010	3	13	17	-0.49
2010	3	13	18	-0.49
2010	3	13	19	-0.49
2010	3	13	20	-0.49
2010	3	13	21	-0.49
2010	3	13	22	-0.49
2010	3	13	23	-0.49
2010	3	14	0	3.115
2010	3	14	1	3.115
2010	3	14	2	3.115
2010	3	14	3	3.115
2010	3	14	4	3.115
2010	3	14	5	3.115
2010	3	14	6	3.115
2010	3	14	7	3.115
2010	3	14	8	3.115
2010	3	14	9	3.115
2010	3	14	10	3.115
2010	3	14	11	3.115
2010	3	14	12	3.115
2010	3	14	13	3.115
2010	3	14	14	3.115
2010	3	14	15	3.115
2010	3	14	16	3.115
2010	3	14	17	3.115
2010	3	14	18	3.115
