Year	Month	Day	Hour	Tamax ( C )
2010	3	14	19	3.115
2010	3	14	20	3.115
2010	3	14	21	3.115
2010	3	14	22	3.115
2010	3	14	23	3.115
2010	3	15	0	4.565
2010	3	15	1	4.565
2010	3	15	2	4.565
2010	3	15	3	4.565
2010	3	15	4	4.565
2010	3	15	5	4.565
2010	3	15	6	4.565
2010	3	15	7	4.565
2010	3	15	8	4.565
2010	3	15	9	4.565
2010	3	15	10	4.565
2010	3	15	11	4.565
2010	3	15	12	4.565
2010	3	15	13	4.565
2010	3	15	14	4.565
2010	3	15	15	4.565
2010	3	15	16	4.565
2010	3	15	17	4.565
2010	3	15	18	4.565
2010	3	15	19	4.565
2010	3	15	20	4.565
2010	3	15	21	4.565
2010	3	15	22	4.565
2010	3	15	23	4.565
2010	3	16	0	5.325
2010	3	16	1	5.325
2010	3	16	2	5.325
2010	3	16	3	5.325
2010	3	16	4	5.325
2010	3	16	5	5.325
2010	3	16	6	5.325
2010	3	16	7	5.325
2010	3	16	8	5.325
2010	3	16	9	5.325
2010	3	16	10	5.325
2010	3	16	11	5.325
2010	3	16	12	5.325
2010	3	16	13	5.325
2010	3	16	14	5.325
2010	3	16	15	5.325
2010	3	16	16	5.325
2010	3	16	17	5.325
2010	3	16	18	5.325
2010	3	16	19	5.325
2010	3	16	20	5.325
2010	3	16	21	5.325
2010	3	16	22	5.325
2010	3	16	23	5.325
2010	3	17	0	8.845
2010	3	17	1	8.845
2010	3	17	2	8.845
2010	3	17	3	8.845
2010	3	17	4	8.845
2010	3	17	5	8.845
2010	3	17	6	8.845
2010	3	17	7	8.845
2010	3	17	8	8.845
2010	3	17	9	8.845
2010	3	17	10	8.845
2010	3	17	11	8.845
2010	3	17	12	8.845
2010	3	17	13	8.845
2010	3	17	14	8.845
2010	3	17	15	8.845
2010	3	17	16	8.845
2010	3	17	17	8.845
2010	3	17	18	8.845
2010	3	17	19	8.845
2010	3	17	20	8.845
2010	3	17	21	8.845
2010	3	17	22	8.845
2010	3	17	23	8.845
2010	3	18	0	1.535
2010	3	18	1	1.535
2010	3	18	2	1.535
2010	3	18	3	1.535
2010	3	18	4	1.535
2010	3	18	5	1.535
2010	3	18	6	1.535
2010	3	18	7	1.535
2010	3	18	8	1.535
2010	3	18	9	1.535
2010	3	18	10	1.535
2010	3	18	11	1.535
2010	3	18	12	1.535
2010	3	18	13	1.535
2010	3	18	14	1.535
2010	3	18	15	1.535
2010	3	18	16	1.535
2010	3	18	17	1.535
2010	3	18	18	1.535
2010	3	18	19	1.535
2010	3	18	20	1.535
2010	3	18	21	1.535
2010	3	18	22	1.535
2010	3	18	23	1.535
2010	3	19	0	-4.665
2010	3	19	1	-4.665
2010	3	19	2	-4.665
2010	3	19	3	-4.665
2010	3	19	4	-4.665
2010	3	19	5	-4.665
2010	3	19	6	-4.665
2010	3	19	7	-4.665
2010	3	19	8	-4.665
2010	3	19	9	-4.665
2010	3	19	10	-4.665
2010	3	19	11	-4.665
2010	3	19	12	-4.665
2010	3	19	13	-4.665
2010	3	19	14	-4.665
2010	3	19	15	-4.665
2010	3	19	16	-4.665
2010	3	19	17	-4.665
2010	3	19	18	-4.665
2010	3	19	19	-4.665
2010	3	19	20	-4.665
2010	3	19	21	-4.665
2010	3	19	22	-4.665
2010	3	19	23	-4.665
2010	3	20	0	-2.08
2010	3	20	1	-2.08
2010	3	20	2	-2.08
2010	3	20	3	-2.08
2010	3	20	4	-2.08
2010	3	20	5	-2.08
2010	3	20	6	-2.08
2010	3	20	7	-2.08
2010	3	20	8	-2.08
2010	3	20	9	-2.08
2010	3	20	10	-2.08
2010	3	20	11	-2.08
2010	3	20	12	-2.08
2010	3	20	13	-2.08
2010	3	20	14	-2.08
2010	3	20	15	-2.08
2010	3	20	16	-2.08
2010	3	20	17	-2.08
2010	3	20	18	-2.08
2010	3	20	19	-2.08
2010	3	20	20	-2.08
2010	3	20	21	-2.08
2010	3	20	22	-2.08
2010	3	20	23	-2.08
2010	3	21	0	4.475
2010	3	21	1	4.475
2010	3	21	2	4.475
2010	3	21	3	4.475
2010	3	21	4	4.475
2010	3	21	5	4.475
2010	3	21	6	4.475
2010	3	21	7	4.475
2010	3	21	8	4.475
2010	3	21	9	4.475
2010	3	21	10	4.475
2010	3	21	11	4.475
2010	3	21	12	4.475
2010	3	21	13	4.475
2010	3	21	14	4.475
2010	3	21	15	4.475
2010	3	21	16	4.475
2010	3	21	17	4.475
2010	3	21	18	4.475
2010	3	21	19	4.475
2010	3	21	20	4.475
2010	3	21	21	4.475
2010	3	21	22	4.475
2010	3	21	23	4.475
2010	3	22	0	0.33
2010	3	22	1	0.33
2010	3	22	2	0.33
2010	3	22	3	0.33
2010	3	22	4	0.33
2010	3	22	5	0.33
2010	3	22	6	0.33
2010	3	22	7	0.33
2010	3	22	8	0.33
2010	3	22	9	0.33
2010	3	22	10	0.33
2010	3	22	11	0.33
2010	3	22	12	0.33
2010	3	22	13	0.33
2010	3	22	14	0.33
2010	3	22	15	0.33
2010	3	22	16	0.33
2010	3	22	17	0.33
2010	3	22	18	0.33
2010	3	22	19	0.33
2010	3	22	20	0.33
2010	3	22	21	0.33
2010	3	22	22	0.33
2010	3	22	23	0.33
2010	3	23	0	-2.46
2010	3	23	1	-2.46
2010	3	23	2	-2.46
2010	3	23	3	-2.46
2010	3	23	4	-2.46
2010	3	23	5	-2.46
2010	3	23	6	-2.46
2010	3	23	7	-2.46
2010	3	23	8	-2.46
2010	3	23	9	-2.46
2010	3	23	10	-2.46
2010	3	23	11	-2.46
2010	3	23	12	-2.46
2010	3	23	13	-2.46
2010	3	23	14	-2.46
2010	3	23	15	-2.46
2010	3	23	16	-2.46
2010	3	23	17	-2.46
2010	3	23	18	-2.46
2010	3	23	19	-2.46
2010	3	23	20	-2.46
2010	3	23	21	-2.46
2010	3	23	22	-2.46
2010	3	23	23	-2.46
2010	3	24	0	0.6
2010	3	24	1	0.6
2010	3	24	2	0.6
2010	3	24	3	0.6
2010	3	24	4	0.6
2010	3	24	5	0.6
2010	3	24	6	0.6
2010	3	24	7	0.6
2010	3	24	8	0.6
2010	3	24	9	0.6
2010	3	24	10	0.6
2010	3	24	11	0.6
2010	3	24	12	0.6
2010	3	24	13	0.6
2010	3	24	14	0.6
2010	3	24	15	0.6
2010	3	24	16	0.6
2010	3	24	17	0.6
2010	3	24	18	0.6
2010	3	24	19	0.6
2010	3	24	20	0.6
2010	3	24	21	0.6
2010	3	24	22	0.6
2010	3	24	23	0.6
2010	3	25	0	3.075
2010	3	25	1	3.075
2010	3	25	2	3.075
2010	3	25	3	3.075
2010	3	25	4	3.075
2010	3	25	5	3.075
2010	3	25	6	3.075
2010	3	25	7	3.075
2010	3	25	8	3.075
2010	3	25	9	3.075
2010	3	25	10	3.075
2010	3	25	11	3.075
2010	3	25	12	3.075
2010	3	25	13	3.075
2010	3	25	14	3.075
2010	3	25	15	3.075
2010	3	25	16	3.075
2010	3	25	17	3.075
2010	3	25	18	3.075
2010	3	25	19	3.075
2010	3	25	20	3.075
2010	3	25	21	3.075
2010	3	25	22	3.075
2010	3	25	23	3.075
2010	3	26	0	-6.495
2010	3	26	1	-6.495
2010	3	26	2	-6.495
2010	3	26	3	-6.495
2010	3	26	4	-6.495
2010	3	26	5	-6.495
2010	3	26	6	-6.495
2010	3	26	7	-6.495
2010	3	26	8	-6.495
2010	3	26	9	-6.495
2010	3	26	10	-6.495
2010	3	26	11	-6.495
2010	3	26	12	-6.495
2010	3	26	13	-6.495
2010	3	26	14	-6.495
2010	3	26	15	-6.495
2010	3	26	16	-6.495
2010	3	26	17	-6.495
2010	3	26	18	-6.495
2010	3	26	19	-6.495
2010	3	26	20	-6.495
2010	3	26	21	-6.495
2010	3	26	22	-6.495
2010	3	26	23	-6.495
2010	3	27	0	-1.265
2010	3	27	1	-1.265
2010	3	27	2	-1.265
2010	3	27	3	-1.265
2010	3	27	4	-1.265
2010	3	27	5	-1.265
2010	3	27	6	-1.265
2010	3	27	7	-1.265
2010	3	27	8	-1.265
2010	3	27	9	-1.265
2010	3	27	10	-1.265
2010	3	27	11	-1.265
2010	3	27	12	-1.265
2010	3	27	13	-1.265
2010	3	27	14	-1.265
2010	3	27	15	-1.265
2010	3	27	16	-1.265
2010	3	27	17	-1.265
2010	3	27	18	-1.265
2010	3	27	19	-1.265
2010	3	27	20	-1.265
2010	3	27	21	-1.265
2010	3	27	22	-1.265
2010	3	27	23	-1.265
2010	3	28	0	1.95
2010	3	28	1	1.95
2010	3	28	2	1.95
2010	3	28	3	1.95
2010	3	28	4	1.95
2010	3	28	5	1.95
2010	3	28	6	1.95
2010	3	28	7	1.95
2010	3	28	8	1.95
2010	3	28	9	1.95
2010	3	28	10	1.95
2010	3	28	11	1.95
2010	3	28	12	1.95
2010	3	28	13	1.95
2010	3	28	14	1.95
2010	3	28	15	1.95
2010	3	28	16	1.95
2010	3	28	17	1.95
2010	3	28	18	1.95
2010	3	28	19	1.95
2010	3	28	20	1.95
2010	3	28	21	1.95
2010	3	28	22	1.95
2010	3	28	23	1.95
2010	3	29	0	5.23
2010	3	29	1	5.23
2010	3	29	2	5.23
2010	3	29	3	5.23
2010	3	29	4	5.23
2010	3	29	5	5.23
2010	3	29	6	5.23
2010	3	29	7	5.23
2010	3	29	8	5.23
2010	3	29	9	5.23
2010	3	29	10	5.23
2010	3	29	11	5.23
2010	3	29	12	5.23
2010	3	29	13	5.23
2010	3	29	14	5.23
2010	3	29	15	5.23
2010	3	29	16	5.23
2010	3	29	17	5.23
2010	3	29	18	5.23
2010	3	29	19	5.23
2010	3	29	20	5.23
2010	3	29	21	5.23
2010	3	29	22	5.23
2010	3	29	23	5.23
2010	3	30	0	5.25
2010	3	30	1	5.25
2010	3	30	2	5.25
2010	3	30	3	5.25
2010	3	30	4	5.25
2010	3	30	5	5.25
2010	3	30	6	5.25
2010	3	30	7	5.25
2010	3	30	8	5.25
2010	3	30	9	5.25
2010	3	30	10	5.25
2010	3	30	11	5.25
2010	3	30	12	5.25
2010	3	30	13	5.25
2010	3	30	14	5.25
2010	3	30	15	5.25
2010	3	30	16	5.25
2010	3	30	17	5.25
2010	3	30	18	5.25
2010	3	30	19	5.25
2010	3	30	20	5.25
2010	3	30	21	5.25
2010	3	30	22	5.25
2010	3	30	23	5.25
2010	3	31	0	-6.28
2010	3	31	1	-6.28
2010	3	31	2	-6.28
2010	3	31	3	-6.28
2010	3	31	4	-6.28
2010	3	31	5	-6.28
2010	3	31	6	-6.28
2010	3	31	7	-6.28
2010	3	31	8	-6.28
2010	3	31	9	-6.28
2010	3	31	10	-6.28
2010	3	31	11	-6.28
2010	3	31	12	-6.28
2010	3	31	13	-6.28
2010	3	31	14	-6.28
2010	3	31	15	-6.28
2010	3	31	16	-6.28
2010	3	31	17	-6.28
2010	3	31	18	-6.28
2010	3	31	19	-6.28
2010	3	31	20	-6.28
2010	3	31	21	-6.28
2010	3	31	22	-6.28
2010	3	31	23	-6.28
2010	4	1	0	-7.225
2010	4	1	1	-7.225
2010	4	1	2	-7.225
2010	4	1	3	-7.225
2010	4	1	4	-7.225
2010	4	1	5	-7.225
2010	4	1	6	-7.225
2010	4	1	7	-7.225
2010	4	1	8	-7.225
2010	4	1	9	-7.225
2010	4	1	10	-7.225
2010	4	1	11	-7.225
2010	4	1	12	-7.225
2010	4	1	13	-7.225
2010	4	1	14	-7.225
2010	4	1	15	-7.225
2010	4	1	16	-7.225
2010	4	1	17	-7.225
2010	4	1	18	-7.225
2010	4	1	19	-7.225
2010	4	1	20	-7.225
2010	4	1	21	-7.225
2010	4	1	22	-7.225
2010	4	1	23	-7.225
2010	4	2	0	-4.48
2010	4	2	1	-4.48
2010	4	2	2	-4.48
2010	4	2	3	-4.48
2010	4	2	4	-4.48
2010	4	2	5	-4.48
2010	4	2	6	-4.48
2010	4	2	7	-4.48
2010	4	2	8	-4.48
2010	4	2	9	-4.48
2010	4	2	10	-4.48
2010	4	2	11	-4.48
2010	4	2	12	-4.48
2010	4	2	13	-4.48
2010	4	2	14	-4.48
2010	4	2	15	-4.48
2010	4	2	16	-4.48
2010	4	2	17	-4.48
2010	4	2	18	-4.48
2010	4	2	19	-4.48
2010	4	2	20	-4.48
2010	4	2	21	-4.48
2010	4	2	22	-4.48
2010	4	2	23	-4.48
2010	4	3	0	-5.68
2010	4	3	1	-5.68
2010	4	3	2	-5.68
2010	4	3	3	-5.68
2010	4	3	4	-5.68
2010	4	3	5	-5.68
2010	4	3	6	-5.68
2010	4	3	7	-5.68
2010	4	3	8	-5.68
2010	4	3	9	-5.68
2010	4	3	10	-5.68
2010	4	3	11	-5.68
2010	4	3	12	-5.68
2010	4	3	13	-5.68
2010	4	3	14	-5.68
2010	4	3	15	-5.68
2010	4	3	16	-5.68
2010	4	3	17	-5.68
2010	4	3	18	-5.68
2010	4	3	19	-5.68
2010	4	3	20	-5.68
2010	4	3	21	-5.68
2010	4	3	22	-5.68
2010	4	3	23	-5.68
2010	4	4	0	-2.32
2010	4	4	1	-2.32
2010	4	4	2	-2.32
2010	4	4	3	-2.32
2010	4	4	4	-2.32
2010	4	4	5	-2.32
2010	4	4	6	-2.32
2010	4	4	7	-2.32
2010	4	4	8	-2.32
2010	4	4	9	-2.32
2010	4	4	10	-2.32
2010	4	4	11	-2.32
2010	4	4	12	-2.32
2010	4	4	13	-2.32
2010	4	4	14	-2.32
2010	4	4	15	-2.32
2010	4	4	16	-2.32
2010	4	4	17	-2.32
2010	4	4	18	-2.32
2010	4	4	19	-2.32
2010	4	4	20	-2.32
2010	4	4	21	-2.32
2010	4	4	22	-2.32
2010	4	4	23	-2.32
2010	4	5	0	-0.355
2010	4	5	1	-0.355
2010	4	5	2	-0.355
2010	4	5	3	-0.355
2010	4	5	4	-0.355
2010	4	5	5	-0.355
2010	4	5	6	-0.355
2010	4	5	7	-0.355
2010	4	5	8	-0.355
2010	4	5	9	-0.355
2010	4	5	10	-0.355
2010	4	5	11	-0.355
2010	4	5	12	-0.355
2010	4	5	13	-0.355
2010	4	5	14	-0.355
2010	4	5	15	-0.355
2010	4	5	16	-0.355
2010	4	5	17	-0.355
2010	4	5	18	-0.355
2010	4	5	19	-0.355
2010	4	5	20	-0.355
2010	4	5	21	-0.355
2010	4	5	22	-0.355
2010	4	5	23	-0.355
2010	4	6	0	-7.975
2010	4	6	1	-7.975
2010	4	6	2	-7.975
2010	4	6	3	-7.975
2010	4	6	4	-7.975
2010	4	6	5	-7.975
2010	4	6	6	-7.975
2010	4	6	7	-7.975
2010	4	6	8	-7.975
2010	4	6	9	-7.975
2010	4	6	10	-7.975
2010	4	6	11	-7.975
2010	4	6	12	-7.975
2010	4	6	13	-7.975
2010	4	6	14	-7.975
2010	4	6	15	-7.975
2010	4	6	16	-7.975
2010	4	6	17	-7.975
2010	4	6	18	-7.975
2010	4	6	19	-7.975
2010	4	6	20	-7.975
2010	4	6	21	-7.975
2010	4	6	22	-7.975
2010	4	6	23	-7.975
2010	4	7	0	-2.515
2010	4	7	1	-2.515
2010	4	7	2	-2.515
2010	4	7	3	-2.515
2010	4	7	4	-2.515
2010	4	7	5	-2.515
2010	4	7	6	-2.515
2010	4	7	7	-2.515
2010	4	7	8	-2.515
2010	4	7	9	-2.515
2010	4	7	10	-2.515
2010	4	7	11	-2.515
2010	4	7	12	-2.515
2010	4	7	13	-2.515
2010	4	7	14	-2.515
2010	4	7	15	-2.515
2010	4	7	16	-2.515
2010	4	7	17	-2.515
2010	4	7	18	-2.515
2010	4	7	19	-2.515
2010	4	7	20	-2.515
2010	4	7	21	-2.515
2010	4	7	22	-2.515
2010	4	7	23	-2.515
2010	4	8	0	2.865
2010	4	8	1	2.865
2010	4	8	2	2.865
2010	4	8	3	2.865
2010	4	8	4	2.865
2010	4	8	5	2.865
2010	4	8	6	2.865
2010	4	8	7	2.865
2010	4	8	8	2.865
2010	4	8	9	2.865
2010	4	8	10	2.865
2010	4	8	11	2.865
2010	4	8	12	2.865
2010	4	8	13	2.865
2010	4	8	14	2.865
2010	4	8	15	2.865
2010	4	8	16	2.865
2010	4	8	17	2.865
2010	4	8	18	2.865
2010	4	8	19	2.865
2010	4	8	20	2.865
2010	4	8	21	2.865
2010	4	8	22	2.865
2010	4	8	23	2.865
2010	4	9	0	-1.935
2010	4	9	1	-1.935
2010	4	9	2	-1.935
2010	4	9	3	-1.935
2010	4	9	4	-1.935
2010	4	9	5	-1.935
2010	4	9	6	-1.935
2010	4	9	7	-1.935
2010	4	9	8	-1.935
2010	4	9	9	-1.935
2010	4	9	10	-1.935
2010	4	9	11	-1.935
2010	4	9	12	-1.935
2010	4	9	13	-1.935
2010	4	9	14	-1.935
2010	4	9	15	-1.935
2010	4	9	16	-1.935
2010	4	9	17	-1.935
2010	4	9	18	-1.935
2010	4	9	19	-1.935
2010	4	9	20	-1.935
2010	4	9	21	-1.935
2010	4	9	22	-1.935
2010	4	9	23	-1.935
2010	4	10	0	5.38
2010	4	10	1	5.38
2010	4	10	2	5.38
2010	4	10	3	5.38
2010	4	10	4	5.38
2010	4	10	5	5.38
2010	4	10	6	5.38
2010	4	10	7	5.38
2010	4	10	8	5.38
2010	4	10	9	5.38
2010	4	10	10	5.38
2010	4	10	11	5.38
2010	4	10	12	5.38
2010	4	10	13	5.38
2010	4	10	14	5.38
2010	4	10	15	5.38
2010	4	10	16	5.38
2010	4	10	17	5.38
2010	4	10	18	5.38
2010	4	10	19	5.38
2010	4	10	20	5.38
2010	4	10	21	5.38
2010	4	10	22	5.38
2010	4	10	23	5.38
2010	4	11	0	8.165
2010	4	11	1	8.165
2010	4	11	2	8.165
2010	4	11	3	8.165
2010	4	11	4	8.165
2010	4	11	5	8.165
2010	4	11	6	8.165
2010	4	11	7	8.165
2010	4	11	8	8.165
2010	4	11	9	8.165
2010	4	11	10	8.165
2010	4	11	11	8.165
2010	4	11	12	8.165
2010	4	11	13	8.165
2010	4	11	14	8.165
2010	4	11	15	8.165
2010	4	11	16	8.165
2010	4	11	17	8.165
2010	4	11	18	8.165
2010	4	11	19	8.165
2010	4	11	20	8.165
2010	4	11	21	8.165
2010	4	11	22	8.165
2010	4	11	23	8.165
2010	4	12	0	9.025
2010	4	12	1	9.025
2010	4	12	2	9.025
2010	4	12	3	9.025
2010	4	12	4	9.025
2010	4	12	5	9.025
2010	4	12	6	9.025
2010	4	12	7	9.025
2010	4	12	8	9.025
2010	4	12	9	9.025
2010	4	12	10	9.025
2010	4	12	11	9.025
2010	4	12	12	9.025
2010	4	12	13	9.025
2010	4	12	14	9.025
2010	4	12	15	9.025
2010	4	12	16	9.025
2010	4	12	17	9.025
2010	4	12	18	9.025
2010	4	12	19	9.025
2010	4	12	20	9.025
2010	4	12	21	9.025
2010	4	12	22	9.025
2010	4	12	23	9.025
2010	4	13	0	-3.55
2010	4	13	1	-3.55
2010	4	13	2	-3.55
2010	4	13	3	-3.55
2010	4	13	4	-3.55
2010	4	13	5	-3.55
2010	4	13	6	-3.55
2010	4	13	7	-3.55
2010	4	13	8	-3.55
2010	4	13	9	-3.55
2010	4	13	10	-3.55
2010	4	13	11	-3.55
2010	4	13	12	-3.55
2010	4	13	13	-3.55
2010	4	13	14	-3.55
2010	4	13	15	-3.55
2010	4	13	16	-3.55
2010	4	13	17	-3.55
2010	4	13	18	-3.55
2010	4	13	19	-3.55
2010	4	13	20	-3.55
2010	4	13	21	-3.55
2010	4	13	22	-3.55
2010	4	13	23	-3.55
2010	4	14	0	5.47
2010	4	14	1	5.47
2010	4	14	2	5.47
2010	4	14	3	5.47
2010	4	14	4	5.47
2010	4	14	5	5.47
2010	4	14	6	5.47
2010	4	14	7	5.47
2010	4	14	8	5.47
2010	4	14	9	5.47
2010	4	14	10	5.47
2010	4	14	11	5.47
2010	4	14	12	5.47
2010	4	14	13	5.47
2010	4	14	14	5.47
2010	4	14	15	5.47
2010	4	14	16	5.47
2010	4	14	17	5.47
2010	4	14	18	5.47
2010	4	14	19	5.47
2010	4	14	20	5.47
2010	4	14	21	5.47
2010	4	14	22	5.47
2010	4	14	23	5.47
2010	4	15	0	9.91
2010	4	15	1	9.91
2010	4	15	2	9.91
2010	4	15	3	9.91
2010	4	15	4	9.91
2010	4	15	5	9.91
2010	4	15	6	9.91
2010	4	15	7	9.91
2010	4	15	8	9.91
2010	4	15	9	9.91
2010	4	15	10	9.91
2010	4	15	11	9.91
2010	4	15	12	9.91
2010	4	15	13	9.91
2010	4	15	14	9.91
2010	4	15	15	9.91
2010	4	15	16	9.91
2010	4	15	17	9.91
2010	4	15	18	9.91
2010	4	15	19	9.91
2010	4	15	20	9.91
2010	4	15	21	9.91
2010	4	15	22	9.91
2010	4	15	23	9.91
2010	4	16	0	9.955
2010	4	16	1	9.955
2010	4	16	2	9.955
2010	4	16	3	9.955
2010	4	16	4	9.955
2010	4	16	5	9.955
2010	4	16	6	9.955
2010	4	16	7	9.955
2010	4	16	8	9.955
2010	4	16	9	9.955
2010	4	16	10	9.955
2010	4	16	11	9.955
2010	4	16	12	9.955
2010	4	16	13	9.955
2010	4	16	14	9.955
2010	4	16	15	9.955
2010	4	16	16	9.955
2010	4	16	17	9.955
2010	4	16	18	9.955
2010	4	16	19	9.955
2010	4	16	20	9.955
2010	4	16	21	9.955
2010	4	16	22	9.955
2010	4	16	23	9.955
2010	4	17	0	7.92
2010	4	17	1	7.92
2010	4	17	2	7.92
2010	4	17	3	7.92
2010	4	17	4	7.92
2010	4	17	5	7.92
2010	4	17	6	7.92
2010	4	17	7	7.92
2010	4	17	8	7.92
2010	4	17	9	7.92
2010	4	17	10	7.92
2010	4	17	11	7.92
2010	4	17	12	7.92
2010	4	17	13	7.92
2010	4	17	14	7.92
2010	4	17	15	7.92
2010	4	17	16	7.92
2010	4	17	17	7.92
2010	4	17	18	7.92
2010	4	17	19	7.92
2010	4	17	20	7.92
2010	4	17	21	7.92
2010	4	17	22	7.92
2010	4	17	23	7.92
2010	4	18	0	11.62
2010	4	18	1	11.62
2010	4	18	2	11.62
2010	4	18	3	11.62
2010	4	18	4	11.62
2010	4	18	5	11.62
2010	4	18	6	11.62
2010	4	18	7	11.62
2010	4	18	8	11.62
2010	4	18	9	11.62
2010	4	18	10	11.62
2010	4	18	11	11.62
2010	4	18	12	11.62
2010	4	18	13	11.62
2010	4	18	14	11.62
2010	4	18	15	11.62
2010	4	18	16	11.62
2010	4	18	17	11.62
2010	4	18	18	11.62
2010	4	18	19	11.62
2010	4	18	20	11.62
2010	4	18	21	11.62
2010	4	18	22	11.62
2010	4	18	23	11.62
2010	4	19	0	12.91
2010	4	19	1	12.91
2010	4	19	2	12.91
2010	4	19	3	12.91
2010	4	19	4	12.91
2010	4	19	5	12.91
2010	4	19	6	12.91
2010	4	19	7	12.91
2010	4	19	8	12.91
2010	4	19	9	12.91
2010	4	19	10	12.91
2010	4	19	11	12.91
2010	4	19	12	12.91
2010	4	19	13	12.91
2010	4	19	14	12.91
2010	4	19	15	12.91
2010	4	19	16	12.91
2010	4	19	17	12.91
2010	4	19	18	12.91
2010	4	19	19	12.91
2010	4	19	20	12.91
2010	4	19	21	12.91
2010	4	19	22	12.91
2010	4	19	23	12.91
2010	4	20	0	13.85
2010	4	20	1	13.85
2010	4	20	2	13.85
2010	4	20	3	13.85
2010	4	20	4	13.85
2010	4	20	5	13.85
2010	4	20	6	13.85
2010	4	20	7	13.85
2010	4	20	8	13.85
2010	4	20	9	13.85
2010	4	20	10	13.85
2010	4	20	11	13.85
2010	4	20	12	13.85
2010	4	20	13	13.85
2010	4	20	14	13.85
2010	4	20	15	13.85
2010	4	20	16	13.85
2010	4	20	17	13.85
2010	4	20	18	13.85
2010	4	20	19	13.85
2010	4	20	20	13.85
2010	4	20	21	13.85
2010	4	20	22	13.85
2010	4	20	23	13.85
2010	4	21	0	11.4
2010	4	21	1	11.4
2010	4	21	2	11.4
2010	4	21	3	11.4
2010	4	21	4	11.4
2010	4	21	5	11.4
2010	4	21	6	11.4
2010	4	21	7	11.4
2010	4	21	8	11.4
2010	4	21	9	11.4
2010	4	21	10	11.4
2010	4	21	11	11.4
2010	4	21	12	11.4
2010	4	21	13	11.4
2010	4	21	14	11.4
2010	4	21	15	11.4
2010	4	21	16	11.4
2010	4	21	17	11.4
2010	4	21	18	11.4
2010	4	21	19	11.4
2010	4	21	20	11.4
2010	4	21	21	11.4
2010	4	21	22	11.4
2010	4	21	23	11.4
2010	4	22	0	1.215
2010	4	22	1	1.215
2010	4	22	2	1.215
2010	4	22	3	1.215
2010	4	22	4	1.215
2010	4	22	5	1.215
2010	4	22	6	1.215
2010	4	22	7	1.215
2010	4	22	8	1.215
2010	4	22	9	1.215
2010	4	22	10	1.215
2010	4	22	11	1.215
2010	4	22	12	1.215
2010	4	22	13	1.215
2010	4	22	14	1.215
2010	4	22	15	1.215
2010	4	22	16	1.215
2010	4	22	17	1.215
2010	4	22	18	1.215
2010	4	22	19	1.215
2010	4	22	20	1.215
2010	4	22	21	1.215
2010	4	22	22	1.215
2010	4	22	23	1.215
2010	4	23	0	4.035
2010	4	23	1	4.035
2010	4	23	2	4.035
2010	4	23	3	4.035
2010	4	23	4	4.035
2010	4	23	5	4.035
2010	4	23	6	4.035
2010	4	23	7	4.035
2010	4	23	8	4.035
2010	4	23	9	4.035
2010	4	23	10	4.035
2010	4	23	11	4.035
2010	4	23	12	4.035
2010	4	23	13	4.035
2010	4	23	14	4.035
2010	4	23	15	4.035
2010	4	23	16	4.035
2010	4	23	17	4.035
2010	4	23	18	4.035
2010	4	23	19	4.035
2010	4	23	20	4.035
2010	4	23	21	4.035
2010	4	23	22	4.035
2010	4	23	23	4.035
2010	4	24	0	4.625
2010	4	24	1	4.625
2010	4	24	2	4.625
2010	4	24	3	4.625
2010	4	24	4	4.625
2010	4	24	5	4.625
2010	4	24	6	4.625
2010	4	24	7	4.625
2010	4	24	8	4.625
2010	4	24	9	4.625
2010	4	24	10	4.625
2010	4	24	11	4.625
2010	4	24	12	4.625
2010	4	24	13	4.625
2010	4	24	14	4.625
2010	4	24	15	4.625
2010	4	24	16	4.625
2010	4	24	17	4.625
2010	4	24	18	4.625
2010	4	24	19	4.625
2010	4	24	20	4.625
2010	4	24	21	4.625
2010	4	24	22	4.625
2010	4	24	23	4.625
2010	4	25	0	0.985
2010	4	25	1	0.985
2010	4	25	2	0.985
2010	4	25	3	0.985
2010	4	25	4	0.985
2010	4	25	5	0.985
2010	4	25	6	0.985
2010	4	25	7	0.985
2010	4	25	8	0.985
2010	4	25	9	0.985
2010	4	25	10	0.985
2010	4	25	11	0.985
2010	4	25	12	0.985
2010	4	25	13	0.985
2010	4	25	14	0.985
2010	4	25	15	0.985
2010	4	25	16	0.985
2010	4	25	17	0.985
2010	4	25	18	0.985
2010	4	25	19	0.985
2010	4	25	20	0.985
2010	4	25	21	0.985
2010	4	25	22	0.985
2010	4	25	23	0.985
2010	4	26	0	5.36
2010	4	26	1	5.36
2010	4	26	2	5.36
2010	4	26	3	5.36
2010	4	26	4	5.36
2010	4	26	5	5.36
2010	4	26	6	5.36
2010	4	26	7	5.36
2010	4	26	8	5.36
2010	4	26	9	5.36
2010	4	26	10	5.36
2010	4	26	11	5.36
2010	4	26	12	5.36
2010	4	26	13	5.36
2010	4	26	14	5.36
2010	4	26	15	5.36
2010	4	26	16	5.36
2010	4	26	17	5.36
2010	4	26	18	5.36
2010	4	26	19	5.36
2010	4	26	20	5.36
2010	4	26	21	5.36
2010	4	26	22	5.36
2010	4	26	23	5.36
2010	4	27	0	10.745
2010	4	27	1	10.745
2010	4	27	2	10.745
2010	4	27	3	10.745
2010	4	27	4	10.745
2010	4	27	5	10.745
2010	4	27	6	10.745
2010	4	27	7	10.745
2010	4	27	8	10.745
2010	4	27	9	10.745
